date,channel,impressions,clicks,conversions,spend,cpc,conversion_rate,revenue,roas,ctr,cpa,revenue_per_conversion
2024-10-06 11:48:19.990260,Social Media,5126,256,8,481.63,1.88,0.0322,507.74,1.05,0.0499414748341787,60.20375,63.47
2024-10-06 11:48:19.990260,Display Ads,3041,106,2,108.89,1.03,0.0252,135.76,1.25,0.03485695494902993,54.445,67.88
2024-10-06 11:48:19.990260,Email Marketing,7965,164,8,79.25,0.48,0.0532,1045.61,13.19,0.02059008160703076,9.90625,130.7
2024-10-06 11:48:19.990260,Affiliate Marketing,3201,132,5,271.22,2.05,0.038,450.64,1.66,0.041237113402061855,54.24400000000001,90.13
2024-10-07 11:48:19.990260,Paid Search,6436,250,8,605.42,2.42,0.0349,900.75,1.49,0.03884400248601616,75.6775,112.59
2024-10-07 11:48:19.990260,Social Media,32124,926,33,596.37,0.64,0.0364,2345.36,3.93,0.028825800024903498,18.07181818181818,71.07
2024-10-07 11:48:19.990260,Display Ads,46026,1479,32,360.96,0.24,0.0218,1931.88,5.35,0.03213401121105462,11.28,60.37
2024-10-07 11:48:19.990260,Email Marketing,14333,660,26,251.41,0.38,0.0405,3334.73,13.26,0.04604758250191865,9.669615384615385,128.26
2024-10-07 11:48:19.990260,Affiliate Marketing,6784,316,6,391.35,1.24,0.0206,628.6,1.61,0.04658018867924528,65.22500000000001,104.77
2024-10-08 11:48:19.990260,Paid Search,3391,168,7,410.82,2.45,0.0442,819.9,2.0,0.049542907696844586,58.68857142857143,117.13
2024-10-08 11:48:19.990260,Social Media,17821,697,26,656.6,0.94,0.0379,1826.84,2.78,0.03911116098984344,25.253846153846155,70.26
2024-10-08 11:48:19.990260,Display Ads,2589,81,1,107.9,1.33,0.0139,57.33,0.53,0.031286210892236384,107.9,57.33
2024-10-08 11:48:19.990260,Email Marketing,30163,1426,52,222.62,0.16,0.0368,6129.07,27.53,0.047276464542651594,4.281153846153846,117.87
2024-10-08 11:48:19.990260,Affiliate Marketing,4212,144,8,256.43,1.78,0.0594,709.62,2.77,0.03418803418803419,32.05375,88.7
2024-10-09 11:48:19.990260,Paid Search,3648,171,6,283.97,1.66,0.0381,639.99,2.25,0.046875,47.32833333333334,106.67
2024-10-09 11:48:19.990260,Social Media,13964,185,5,212.44,1.15,0.0281,331.36,1.56,0.013248352907476368,42.488,66.27
2024-10-09 11:48:19.990260,Display Ads,4366,216,5,171.53,0.79,0.026,336.03,1.96,0.049473202015574896,34.306,67.21
2024-10-09 11:48:19.990260,Email Marketing,13136,528,40,255.23,0.48,0.0759,4927.77,19.31,0.040194884287454324,6.38075,123.19
2024-10-09 11:48:19.990260,Affiliate Marketing,3589,95,2,211.33,2.22,0.0238,141.46,0.67,0.026469768737809974,105.665,70.73
2024-10-10 11:48:19.990260,Paid Search,17104,305,7,222.61,0.73,0.0231,890.72,4.0,0.017832086061739943,31.801428571428573,127.25
2024-10-10 11:48:19.990260,Social Media,9614,128,4,217.27,1.7,0.0358,225.24,1.04,0.013313917204077387,54.3175,56.31
2024-10-10 11:48:19.990260,Display Ads,2939,103,1,136.92,1.33,0.0129,55.13,0.4,0.03504593399115345,136.92,55.13
2024-10-10 11:48:19.990260,Email Marketing,8386,217,14,66.44,0.31,0.0651,1501.5,22.6,0.02587646076794658,4.7457142857142856,107.25
2024-10-10 11:48:19.990260,Affiliate Marketing,4687,225,12,343.96,1.53,0.0573,1052.09,3.06,0.04800512054619159,28.66333333333333,87.67
2024-10-11 11:48:19.990260,Paid Search,4183,136,6,262.25,1.93,0.0473,760.27,2.9,0.03251255080086063,43.708333333333336,126.71
2024-10-11 11:48:19.990260,Social Media,37618,603,19,248.36,0.41,0.0331,1253.03,5.05,0.016029560316869584,13.071578947368423,65.95
2024-10-11 11:48:19.990260,Display Ads,12417,453,11,226.93,0.5,0.0261,705.94,3.11,0.03648224208746074,20.63,64.18
2024-10-11 11:48:19.990260,Email Marketing,23739,941,50,272.25,0.29,0.054,6223.64,22.86,0.03963941193816083,5.445,124.47
2024-10-11 11:48:19.990260,Affiliate Marketing,6268,168,8,163.05,0.97,0.0498,701.48,4.3,0.026802807913209957,20.38125,87.69
2024-10-12 11:48:19.990260,Paid Search,4203,151,5,308.46,2.04,0.0391,560.7,1.82,0.035926719010230784,61.69199999999999,112.14
2024-10-12 11:48:19.990260,Social Media,4648,168,5,247.78,1.47,0.0308,286.0,1.15,0.03614457831325301,49.556,57.2
2024-10-12 11:48:19.990260,Display Ads,9494,385,4,230.89,0.6,0.011,234.16,1.01,0.04055192753317885,57.7225,58.54
2024-10-12 11:48:19.990260,Email Marketing,11715,365,21,52.43,0.14,0.0589,2488.03,47.45,0.031156636790439608,2.4966666666666666,118.48
2024-10-12 11:48:19.990260,Affiliate Marketing,2337,107,5,178.19,1.67,0.0479,448.6,2.52,0.045785194694052206,35.638,89.72
2024-10-13 11:48:19.990260,Paid Search,3512,175,3,439.43,2.51,0.0227,307.82,0.7,0.04982915717539863,146.47666666666666,102.61
2024-10-13 11:48:19.990260,Social Media,8955,250,5,404.31,1.62,0.0232,328.17,0.81,0.027917364600781685,80.862,65.63
2024-10-13 11:48:19.990260,Display Ads,16278,241,3,122.98,0.51,0.0147,187.01,1.52,0.014805258631281484,40.99333333333333,62.34
2024-10-13 11:48:19.990260,Email Marketing,25478,1240,73,219.14,0.18,0.0593,8851.72,40.39,0.04866944030143654,3.001917808219178,121.26
2024-10-13 11:48:19.990260,Affiliate Marketing,13445,275,9,138.73,0.5,0.0357,868.9,6.26,0.020453700260319823,15.414444444444444,96.54
2024-10-14 11:48:19.990260,Paid Search,7088,174,6,371.23,2.13,0.04,673.62,1.81,0.024548532731376974,61.87166666666667,112.27
2024-10-14 11:48:19.990260,Social Media,9481,312,5,509.34,1.63,0.0181,364.46,0.72,0.03290792110536863,101.868,72.89
2024-10-14 11:48:19.990260,Display Ads,14415,445,5,376.51,0.85,0.0115,321.82,0.85,0.030870620881026708,75.30199999999999,64.36
2024-10-14 11:48:19.990260,Email Marketing,16205,517,24,243.04,0.47,0.0468,2982.63,12.27,0.031903733415612465,10.126666666666667,124.28
2024-10-14 11:48:19.990260,Affiliate Marketing,9585,166,8,164.08,0.99,0.0493,790.47,4.82,0.017318727177882107,20.51,98.81
2024-10-15 11:48:19.990260,Paid Search,4366,70,3,205.34,2.93,0.0458,364.27,1.77,0.01603298213467705,68.44666666666667,121.42
2024-10-15 11:48:19.990260,Social Media,15123,262,4,201.39,0.77,0.0174,279.44,1.39,0.017324604906433907,50.3475,69.86
2024-10-15 11:48:19.990260,Display Ads,13935,670,17,619.48,0.92,0.0266,1055.93,1.7,0.04808037316110513,36.44,62.11
2024-10-15 11:48:19.990260,Email Marketing,15779,756,29,236.19,0.31,0.0388,3719.59,15.75,0.0479117814817162,8.14448275862069,128.26
2024-10-15 11:48:19.990260,Affiliate Marketing,6287,139,6,229.25,1.65,0.0434,557.29,2.43,0.022109114044854463,38.208333333333336,92.88
2024-10-16 11:48:19.990260,Paid Search,2690,109,5,298.55,2.74,0.048,593.28,1.99,0.040520446096654276,59.71,118.66
2024-10-16 11:48:19.990260,Social Media,4714,70,1,131.1,1.87,0.021,88.63,0.68,0.014849384811200678,131.1,88.63
2024-10-16 11:48:19.990260,Display Ads,8169,90,1,119.91,1.33,0.0166,59.97,0.5,0.011017260374586852,119.91,59.97
2024-10-16 11:48:19.990260,Email Marketing,12658,159,7,71.0,0.45,0.0485,820.27,11.55,0.012561226102069837,10.142857142857142,117.18
2024-10-16 11:48:19.990260,Affiliate Marketing,10893,131,6,94.83,0.72,0.047,540.56,5.7,0.012026071789222437,15.805,90.09
2024-10-17 11:48:19.990260,Paid Search,4558,212,9,506.76,2.39,0.0441,952.57,1.88,0.046511627906976744,56.306666666666665,105.84
2024-10-17 11:48:19.990260,Social Media,10305,514,13,830.19,1.62,0.0264,901.87,1.09,0.04987869966035905,63.860769230769236,69.37
2024-10-17 11:48:19.990260,Display Ads,5303,223,2,287.21,1.29,0.0123,116.41,0.41,0.042051668866679236,143.605,58.2
2024-10-17 11:48:19.990260,Email Marketing,57519,1475,65,199.05,0.13,0.0441,8345.69,41.93,0.025643700342495523,3.0623076923076926,128.4
2024-10-17 11:48:19.990260,Affiliate Marketing,8811,153,6,178.37,1.17,0.04,523.69,2.94,0.017364657814096015,29.728333333333335,87.28
2024-10-18 11:48:19.990260,Paid Search,21985,801,22,556.82,0.7,0.0283,2428.09,4.36,0.03643393222651808,25.310000000000002,110.37
2024-10-18 11:48:19.990260,Social Media,32019,536,15,238.94,0.45,0.0297,1062.78,4.45,0.016740060589025267,15.929333333333334,70.85
2024-10-18 11:48:19.990260,Display Ads,8285,107,3,106.65,1.0,0.0292,184.12,1.73,0.012914906457453228,35.550000000000004,61.37
2024-10-18 11:48:19.990260,Email Marketing,7690,255,12,112.82,0.44,0.0502,1352.06,11.98,0.03315994798439532,9.401666666666666,112.67
2024-10-18 11:48:19.990260,Affiliate Marketing,26112,603,21,248.34,0.41,0.0359,1746.05,7.03,0.023092830882352942,11.825714285714286,83.15
2024-10-19 11:48:19.990260,Paid Search,5089,92,2,135.7,1.47,0.0232,244.07,1.8,0.018078207899390842,67.85,122.03
2024-10-19 11:48:19.990260,Social Media,6852,190,5,348.45,1.83,0.031,330.75,0.95,0.02772913018096906,69.69,66.15
2024-10-19 11:48:19.990260,Display Ads,5018,250,7,244.96,0.98,0.0285,466.01,1.9,0.04982064567556795,34.994285714285716,66.57
2024-10-19 11:48:19.990260,Email Marketing,11259,475,36,145.71,0.31,0.0769,4249.25,29.16,0.04218847144506617,4.0475,118.03
2024-10-19 11:48:19.990260,Affiliate Marketing,2895,84,2,203.75,2.43,0.031,131.39,0.64,0.029015544041450778,101.875,65.69
2024-10-20 11:48:19.990260,Paid Search,4493,126,5,134.12,1.06,0.0468,619.12,4.62,0.028043623414199866,26.824,123.82
2024-10-20 11:48:19.990260,Social Media,22497,617,20,211.83,0.34,0.0338,1443.37,6.81,0.027425879006089702,10.5915,72.17
2024-10-20 11:48:19.990260,Display Ads,5081,174,2,180.01,1.03,0.0154,161.89,0.9,0.034245227317457196,90.005,80.94
2024-10-20 11:48:19.990260,Email Marketing,11994,209,12,73.13,0.35,0.0605,1413.2,19.32,0.01742537935634484,6.094166666666666,117.77
2024-10-20 11:48:19.990260,Affiliate Marketing,2908,117,6,130.89,1.12,0.0598,518.56,3.96,0.040233837689133425,21.814999999999998,86.43
2024-10-21 11:48:19.990260,Paid Search,23801,843,36,513.01,0.61,0.0435,3774.74,7.36,0.03541867988739969,14.250277777777777,104.85
2024-10-21 11:48:19.990260,Social Media,9721,369,6,376.54,1.02,0.0168,439.97,1.17,0.037959057710112126,62.75666666666667,73.33
2024-10-21 11:48:19.990260,Display Ads,8851,127,3,105.92,0.83,0.0249,163.93,1.55,0.014348661168229578,35.306666666666665,54.64
2024-10-21 11:48:19.990260,Email Marketing,25709,949,48,209.79,0.22,0.0514,5844.08,27.86,0.0369131432572251,4.3706249999999995,121.75
2024-10-21 11:48:19.990260,Affiliate Marketing,3432,142,5,222.45,1.57,0.0378,429.17,1.93,0.041375291375291376,44.489999999999995,85.83
2024-10-22 11:48:19.990260,Paid Search,1881,20,0,58.8,2.94,0.0494,0,0,0.01063264221158958,inf,0
2024-10-22 11:48:19.990260,Social Media,11242,155,5,207.67,1.34,0.0374,297.57,1.43,0.013787582280732966,41.534,59.51
2024-10-22 11:48:19.990260,Display Ads,3627,49,1,64.75,1.32,0.0273,60.34,0.93,0.013509787703336091,64.75,60.34
2024-10-22 11:48:19.990260,Email Marketing,28938,448,19,127.66,0.28,0.0427,2282.92,17.88,0.015481373971940009,6.718947368421053,120.15
2024-10-22 11:48:19.990260,Affiliate Marketing,3183,143,4,304.06,2.13,0.0337,387.69,1.28,0.04492617027961043,76.015,96.92
2024-10-23 11:48:19.990260,Paid Search,6608,138,6,315.88,2.29,0.0446,598.42,1.89,0.020883777239709442,52.64666666666667,99.74
2024-10-23 11:48:19.990260,Social Media,11901,249,8,223.61,0.9,0.033,535.16,2.39,0.0209226115452483,27.95125,66.89
2024-10-23 11:48:19.990260,Display Ads,32941,1414,24,514.11,0.36,0.0175,1609.34,3.13,0.04292522995658905,21.42125,67.06
2024-10-23 11:48:19.990260,Email Marketing,20119,841,26,262.21,0.31,0.0309,3059.8,11.67,0.0418012823698991,10.084999999999999,117.68
2024-10-23 11:48:19.990260,Affiliate Marketing,6319,300,8,467.98,1.56,0.0278,684.34,1.46,0.04747586643456243,58.4975,85.54
2024-10-24 11:48:19.990260,Paid Search,14921,321,15,292.08,0.91,0.0486,1810.54,6.2,0.021513303397895582,19.471999999999998,120.7
2024-10-24 11:48:19.990260,Social Media,21341,608,9,588.95,0.97,0.0157,657.96,1.12,0.028489761491963826,65.4388888888889,73.11
2024-10-24 11:48:19.990260,Display Ads,28971,680,19,163.4,0.24,0.0286,1154.45,7.07,0.023471747609678646,8.6,60.76
2024-10-24 11:48:19.990260,Email Marketing,19053,798,50,153.04,0.19,0.0629,5805.02,37.93,0.04188316800503858,3.0608,116.1
2024-10-24 11:48:19.990260,Affiliate Marketing,1974,86,5,212.37,2.47,0.0592,492.02,2.32,0.04356636271529889,42.474000000000004,98.4
2024-10-25 11:48:19.990260,Paid Search,5316,213,5,554.48,2.6,0.0254,551.86,1.0,0.040067720090293454,110.896,110.37
2024-10-25 11:48:19.990260,Social Media,7073,204,7,405.85,1.99,0.0362,510.01,1.26,0.028842075498374097,57.978571428571435,72.86
2024-10-25 11:48:19.990260,Display Ads,39384,1815,51,555.4,0.31,0.0281,3267.11,5.88,0.046084704448507006,10.890196078431373,64.06
2024-10-25 11:48:19.990260,Email Marketing,32447,1237,41,192.29,0.16,0.0336,4997.67,25.99,0.038123709433845965,4.6899999999999995,121.89
2024-10-25 11:48:19.990260,Affiliate Marketing,7264,350,9,372.74,1.06,0.0263,857.62,2.3,0.04818281938325991,41.41555555555556,95.29
2024-10-26 11:48:19.990260,Paid Search,14542,380,11,271.03,0.71,0.0299,1189.39,4.39,0.026131206161463347,24.639090909090907,108.13
2024-10-26 11:48:19.990260,Social Media,10768,478,17,308.44,0.65,0.0372,1280.26,4.15,0.04439078751857355,18.143529411764707,75.31
2024-10-26 11:48:19.990260,Display Ads,8742,185,2,164.64,0.89,0.0139,131.67,0.8,0.021162205444978266,82.32,65.83
2024-10-26 11:48:19.990260,Email Marketing,9707,395,20,82.18,0.21,0.0521,2317.56,28.2,0.040692283918821466,4.109,115.88
2024-10-26 11:48:19.990260,Affiliate Marketing,2709,114,6,141.78,1.24,0.0559,595.37,4.2,0.042081949058693245,23.63,99.23
2024-10-27 11:48:19.990260,Paid Search,4775,61,2,134.8,2.21,0.035,254.16,1.89,0.012774869109947644,67.4,127.08
2024-10-27 11:48:19.990260,Social Media,11057,350,13,244.65,0.7,0.0372,916.01,3.74,0.03165415573844623,18.81923076923077,70.46
2024-10-27 11:48:19.990260,Display Ads,7825,201,4,176.29,0.88,0.0245,243.7,1.38,0.025686900958466454,44.0725,60.92
2024-10-27 11:48:19.990260,Email Marketing,8465,111,5,54.0,0.49,0.0489,543.56,10.07,0.013112817483756645,10.8,108.71
2024-10-27 11:48:19.990260,Affiliate Marketing,4336,107,2,72.86,0.68,0.024,181.86,2.5,0.02467712177121771,36.43,90.93
2024-10-28 11:48:19.990260,Paid Search,2212,27,0,77.57,2.87,0.0332,0,0,0.012206148282097649,inf,0
2024-10-28 11:48:19.990260,Social Media,26760,990,26,569.12,0.57,0.027,1740.93,3.06,0.03699551569506727,21.88923076923077,66.96
2024-10-28 11:48:19.990260,Display Ads,7728,320,7,361.38,1.13,0.0246,438.89,1.21,0.041407867494824016,51.62571428571429,62.7
2024-10-28 11:48:19.990260,Email Marketing,6572,221,8,104.09,0.47,0.0366,1074.56,10.32,0.033627510651247715,13.01125,134.32
2024-10-28 11:48:19.990260,Affiliate Marketing,4486,183,8,336.62,1.84,0.0454,685.58,2.04,0.04079358002674989,42.0775,85.7
2024-10-29 11:48:19.990260,Paid Search,13133,172,5,114.34,0.66,0.0303,587.43,5.14,0.013096779106068683,22.868000000000002,117.49
2024-10-29 11:48:19.990260,Social Media,23261,774,30,312.73,0.4,0.0392,2133.46,6.82,0.03327457976871158,10.424333333333333,71.12
2024-10-29 11:48:19.990260,Display Ads,22843,836,12,417.47,0.5,0.0144,844.51,2.02,0.036597644792715496,34.78916666666667,70.38
2024-10-29 11:48:19.990260,Email Marketing,30146,1310,46,143.38,0.11,0.0355,5397.31,37.64,0.043455184767465,3.11695652173913,117.33
2024-10-29 11:48:19.990260,Affiliate Marketing,15005,222,7,106.34,0.48,0.0328,669.65,6.3,0.014795068310563146,15.191428571428572,95.66
2024-10-30 11:48:19.990260,Paid Search,12959,617,29,736.25,1.19,0.0475,3279.31,4.45,0.0476116984335211,25.387931034482758,113.08
2024-10-30 11:48:19.990260,Social Media,10937,165,5,325.72,1.97,0.0363,369.86,1.14,0.015086403949894852,65.144,73.97
2024-10-30 11:48:19.990260,Display Ads,26354,677,12,140.63,0.21,0.0189,825.06,5.87,0.02568870000758898,11.719166666666666,68.75
2024-10-30 11:48:19.990260,Email Marketing,12654,268,13,75.66,0.28,0.0509,1708.32,22.58,0.021179073810652756,5.819999999999999,131.41
2024-10-30 11:48:19.990260,Affiliate Marketing,3869,161,7,398.48,2.48,0.0479,694.11,1.74,0.041612819850090466,56.925714285714285,99.16
2024-10-31 11:48:19.990260,Paid Search,2626,79,3,228.9,2.9,0.0499,260.1,1.14,0.030083777608530083,76.3,86.7
2024-10-31 11:48:19.990260,Social Media,25970,907,34,581.7,0.64,0.0377,2342.97,4.03,0.034924913361571046,17.108823529411765,68.91
2024-10-31 11:48:19.990260,Display Ads,40427,857,24,247.07,0.29,0.0284,1442.38,5.84,0.021198703836544885,10.294583333333334,60.1
2024-10-31 11:48:19.990260,Email Marketing,24164,1062,80,231.19,0.22,0.0763,9482.22,41.01,0.04394967720576064,2.889875,118.53
2024-10-31 11:48:19.990260,Affiliate Marketing,8399,303,15,288.0,0.95,0.0496,1302.85,4.52,0.0360757233003929,19.2,86.86
2024-11-01 11:48:19.990260,Paid Search,6871,194,4,277.03,1.43,0.0216,464.23,1.68,0.02823460922718673,69.2575,116.06
2024-11-01 11:48:19.990260,Social Media,17006,596,12,589.11,0.99,0.0214,894.61,1.52,0.03504645419263789,49.0925,74.55
2024-11-01 11:48:19.990260,Display Ads,11337,199,5,210.68,1.06,0.0265,338.85,1.61,0.01755314457087413,42.136,67.77
2024-11-01 11:48:19.990260,Email Marketing,62939,2004,92,221.15,0.11,0.0461,11346.61,51.31,0.031840353358013315,2.403804347826087,123.33
2024-11-01 11:48:19.990260,Affiliate Marketing,10531,453,25,430.9,0.95,0.0566,2169.33,5.03,0.04301585794321527,17.236,86.77
2024-11-02 11:48:19.990260,Paid Search,2138,67,1,181.12,2.7,0.0208,117.38,0.65,0.0313376987839102,181.12,117.38
2024-11-02 11:48:19.990260,Social Media,6108,119,2,215.76,1.81,0.0183,150.8,0.7,0.01948264571054355,107.88,75.4
2024-11-02 11:48:19.990260,Display Ads,6534,282,7,246.0,0.87,0.0257,472.43,1.92,0.04315886134067952,35.142857142857146,67.49
2024-11-02 11:48:19.990260,Email Marketing,29858,442,20,58.47,0.13,0.046,2318.89,39.66,0.014803402773126131,2.9234999999999998,115.94
2024-11-02 11:48:19.990260,Affiliate Marketing,5291,240,12,199.21,0.83,0.0529,1063.88,5.34,0.04536004536004536,16.600833333333334,88.66
2024-11-03 11:48:19.990260,Paid Search,3476,84,2,239.85,2.86,0.0248,241.79,1.01,0.024165707710011506,119.925,120.89
2024-11-03 11:48:19.990260,Social Media,6151,151,5,271.38,1.8,0.039,380.61,1.4,0.024548853844903268,54.275999999999996,76.12
2024-11-03 11:48:19.990260,Display Ads,4658,115,1,108.61,0.94,0.0153,72.59,0.67,0.024688707599828254,108.61,72.59
2024-11-03 11:48:19.990260,Email Marketing,16826,827,51,247.19,0.3,0.0618,5988.74,24.23,0.049150124806846544,4.846862745098039,117.43
2024-11-03 11:48:19.990260,Affiliate Marketing,3018,133,5,304.94,2.29,0.0388,393.73,1.29,0.044068919814446654,60.988,78.75
2024-11-04 11:48:19.990260,Paid Search,15241,700,18,666.7,0.95,0.0258,1899.94,2.85,0.045928744833016205,37.03888888888889,105.55
2024-11-04 11:48:19.990260,Social Media,16799,623,24,823.0,1.32,0.0399,1740.74,2.12,0.03708554080600036,34.291666666666664,72.53
2024-11-04 11:48:19.990260,Display Ads,12010,253,3,269.17,1.06,0.0157,208.41,0.77,0.02106577851790175,89.72333333333334,69.47
2024-11-04 11:48:19.990260,Email Marketing,15469,426,26,141.23,0.33,0.0618,3321.62,23.52,0.02753894886547288,5.431923076923076,127.75
2024-11-04 11:48:19.990260,Affiliate Marketing,19711,446,14,185.81,0.42,0.0314,1262.2,6.79,0.022626959565724723,13.272142857142857,90.16
2024-11-05 11:48:19.990260,Paid Search,3095,37,1,94.1,2.54,0.0356,113.3,1.2,0.011954765751211632,94.1,113.3
2024-11-05 11:48:19.990260,Social Media,14775,177,3,236.34,1.34,0.0173,218.73,0.93,0.01197969543147208,78.78,72.91
2024-11-05 11:48:19.990260,Display Ads,38068,1195,19,369.47,0.31,0.016,1125.39,3.05,0.03139119470421351,19.44578947368421,59.23
2024-11-05 11:48:19.990260,Email Marketing,11796,197,14,61.99,0.31,0.0743,1656.17,26.72,0.016700576466598848,4.427857142857143,118.3
2024-11-05 11:48:19.990260,Affiliate Marketing,11908,488,22,309.62,0.63,0.0467,1884.89,6.09,0.040980853207927444,14.073636363636364,85.68
2024-11-06 11:48:19.990260,Paid Search,2465,56,1,136.25,2.43,0.0339,139.7,1.03,0.022718052738336714,136.25,139.7
2024-11-06 11:48:19.990260,Social Media,9988,147,4,181.05,1.23,0.0287,298.76,1.65,0.01471766119343212,45.2625,74.69
2024-11-06 11:48:19.990260,Display Ads,5766,157,4,99.83,0.64,0.0291,267.9,2.68,0.027228581338883107,24.9575,66.97
2024-11-06 11:48:19.990260,Email Marketing,17606,245,14,114.28,0.47,0.0579,1552.06,13.58,0.013915710553220493,8.162857142857144,110.86
2024-11-06 11:48:19.990260,Affiliate Marketing,4988,233,9,424.44,1.82,0.0398,819.56,1.93,0.0467121090617482,47.16,91.06
2024-11-07 11:48:19.990260,Paid Search,6703,175,5,416.46,2.38,0.0287,450.73,1.08,0.026107712964344325,83.292,90.15
2024-11-07 11:48:19.990260,Social Media,26225,1174,31,898.48,0.77,0.0265,2200.78,2.45,0.04476644423260248,28.983225806451614,70.99
2024-11-07 11:48:19.990260,Display Ads,6236,150,4,128.42,0.86,0.0293,272.41,2.12,0.024053880692751765,32.105,68.1
2024-11-07 11:48:19.990260,Email Marketing,19708,937,71,260.76,0.28,0.0758,8642.37,33.14,0.04754414450984372,3.672676056338028,121.72
2024-11-07 11:48:19.990260,Affiliate Marketing,5942,126,2,186.08,1.48,0.0205,181.58,0.98,0.021204981487714575,93.04,90.79
2024-11-08 11:48:19.990260,Paid Search,5587,187,8,463.75,2.48,0.047,811.15,1.75,0.033470556649364595,57.96875,101.39
2024-11-08 11:48:19.990260,Social Media,51759,777,18,274.81,0.35,0.0236,1241.68,4.52,0.015011881991537704,15.267222222222223,68.98
2024-11-08 11:48:19.990260,Display Ads,17198,512,12,261.66,0.51,0.0249,717.83,2.74,0.029770903593441096,21.805000000000003,59.82
2024-11-08 11:48:19.990260,Email Marketing,17310,818,60,389.34,0.48,0.0745,7275.92,18.69,0.04725592143269786,6.489,121.27
2024-11-08 11:48:19.990260,Affiliate Marketing,6391,108,2,96.91,0.9,0.0265,223.03,2.3,0.016898763886715695,48.455,111.52
2024-11-09 11:48:19.990260,Paid Search,11894,177,5,134.53,0.76,0.033,461.75,3.43,0.014881452833361359,26.906,92.35
2024-11-09 11:48:19.990260,Social Media,13024,208,7,232.55,1.12,0.0352,495.16,2.13,0.01597051597051597,33.221428571428575,70.74
2024-11-09 11:48:19.990260,Display Ads,14035,241,4,77.86,0.32,0.0199,228.06,2.93,0.017171357320983256,19.465,57.02
2024-11-09 11:48:19.990260,Email Marketing,13635,187,10,23.79,0.13,0.0537,1198.05,50.36,0.013714704803813715,2.379,119.8
2024-11-09 11:48:19.990260,Affiliate Marketing,2869,103,5,185.34,1.8,0.0555,445.15,2.4,0.03590101080515859,37.068,89.03
2024-11-10 11:48:19.990260,Paid Search,9729,304,10,227.51,0.75,0.0343,1123.58,4.94,0.03124678795354096,22.750999999999998,112.36
2024-11-10 11:48:19.990260,Social Media,11034,490,15,340.58,0.7,0.0316,1068.3,3.14,0.044408192858437556,22.705333333333332,71.22
