date,product_id,site_id,quantity,unit_cost,supplier_id,last_restock_date,reorder_point,max_stock_level
2025-03-31,P000001,LOC012,318,277.73,S0011,2025-03-21,32,867
2024-10-02,P000001,LOC013,282,296.15,S0011,2024-09-09,32,867
2024-11-01,P000001,LOC013,340,285.62,S0011,2024-10-16,32,867
2024-12-01,P000001,LOC013,315,296.06,S0011,2024-11-14,32,867
2024-12-31,P000001,LOC013,356,288.75,S0011,2024-12-04,32,867
2025-01-30,P000001,LOC013,359,270.05,S0011,2024-12-31,32,867
2025-03-01,P000001,LOC013,322,296.86,S0011,2025-02-11,32,867
2025-03-31,P000001,LOC013,408,279.86,S0011,2025-03-02,32,867
2024-10-02,P000001,LOC014,333,274.07,S0011,2024-09-04,32,867
2024-11-01,P000001,LOC014,388,297.17,S0011,2024-10-12,32,867
2024-12-01,P000001,LOC014,443,283.24,S0011,2024-11-29,32,867
2024-12-31,P000001,LOC014,428,298.0,S0011,2024-12-18,32,867
2025-01-30,P000001,LOC014,448,273.4,S0011,2025-01-15,32,867
2025-03-01,P000001,LOC014,483,283.85,S0011,2025-02-26,32,867
2025-03-31,P000001,LOC014,525,293.73,S0011,2025-03-01,32,867
2024-10-02,P000001,LOC015,268,279.88,S0011,2024-09-09,32,867
2024-11-01,P000001,LOC015,349,273.98,S0011,2024-10-21,32,867
2024-12-01,P000001,LOC015,389,282.51,S0011,2024-11-08,32,867
2024-12-31,P000001,LOC015,382,296.89,S0011,2024-12-21,32,867
2025-01-30,P000001,LOC015,378,286.13,S0011,2025-01-29,32,867
2025-03-01,P000001,LOC015,467,283.67,S0011,2025-02-09,32,867
2025-03-31,P000001,LOC015,455,277.9,S0011,2025-03-14,32,867
2024-10-02,P000001,LOC016,293,292.36,S0011,2024-09-06,32,867
2024-11-01,P000001,LOC016,280,286.86,S0011,2024-10-10,32,867
2024-12-01,P000001,LOC016,369,275.12,S0011,2024-11-27,32,867
2024-12-31,P000001,LOC016,435,280.98,S0011,2024-12-24,32,867
2025-01-30,P000001,LOC016,480,288.53,S0011,2025-01-16,32,867
2025-03-01,P000001,LOC016,432,282.17,S0011,2025-02-17,32,867
2025-03-31,P000001,LOC016,492,285.43,S0011,2025-03-18,32,867
2024-10-02,P000001,LOC017,333,295.53,S0011,2024-09-09,32,867
2024-11-01,P000001,LOC017,338,276.41,S0011,2024-10-23,32,867
2024-12-01,P000001,LOC017,429,280.82,S0011,2024-11-15,32,867
2024-12-31,P000001,LOC017,438,277.0,S0011,2024-12-09,32,867
2025-01-30,P000001,LOC017,388,280.13,S0011,2025-01-06,32,867
2025-03-01,P000001,LOC017,484,288.26,S0011,2025-01-31,32,867
2025-03-31,P000001,LOC017,440,292.72,S0011,2025-03-12,32,867
2024-10-02,P000001,LOC018,301,292.29,S0011,2024-09-27,32,867
2024-11-01,P000001,LOC018,295,273.32,S0011,2024-10-04,32,867
2024-12-01,P000001,LOC018,260,282.86,S0011,2024-11-15,32,867
2024-12-31,P000001,LOC018,262,283.23,S0011,2024-12-21,32,867
2025-01-30,P000001,LOC018,242,292.22,S0011,2024-12-31,32,867
2025-03-01,P000001,LOC018,240,280.39,S0011,2025-02-27,32,867
2025-03-31,P000001,LOC018,270,284.96,S0011,2025-03-17,32,867
2024-10-02,P000001,LOC019,295,275.71,S0011,2024-09-28,32,867
2024-11-01,P000001,LOC019,267,291.76,S0011,2024-10-18,32,867
2024-12-01,P000001,LOC019,232,274.27,S0011,2024-11-10,32,867
2024-12-31,P000001,LOC019,277,289.86,S0011,2024-12-25,32,867
2025-01-30,P000001,LOC019,310,279.18,S0011,2025-01-29,32,867
2025-03-01,P000001,LOC019,274,273.1,S0011,2025-02-16,32,867
2025-03-31,P000001,LOC019,252,292.38,S0011,2025-03-26,32,867
2024-10-02,P000001,LOC020,254,271.09,S0011,2024-09-10,32,867
2024-11-01,P000001,LOC020,343,292.04,S0011,2024-10-20,32,867
2024-12-01,P000001,LOC020,399,274.87,S0011,2024-11-16,32,867
2024-12-31,P000001,LOC020,499,291.15,S0011,2024-12-25,32,867
2025-01-30,P000001,LOC020,485,272.13,S0011,2025-01-18,32,867
2025-03-01,P000001,LOC020,535,289.81,S0011,2025-02-10,32,867
2025-03-31,P000001,LOC020,497,284.02,S0011,2025-03-18,32,867
2024-10-02,P000002,LOC001,117,335.85,S0027,2024-09-11,45,155
2024-11-01,P000002,LOC001,112,349.23,S0027,2024-10-31,45,155
2024-12-01,P000002,LOC001,119,356.34,S0027,2024-11-17,45,155
2024-12-31,P000002,LOC001,133,354.06,S0027,2024-12-26,45,155
2025-01-30,P000002,LOC001,122,359.66,S0027,2025-01-07,45,155
2025-03-01,P000002,LOC001,122,355.57,S0027,2025-02-26,45,155
2025-03-31,P000002,LOC001,116,358.88,S0027,2025-03-04,45,155
2024-10-02,P000002,LOC002,118,338.92,S0027,2024-09-24,45,155
2024-11-01,P000002,LOC002,144,340.17,S0027,2024-10-02,45,155
2024-12-01,P000002,LOC002,133,357.47,S0027,2024-11-05,45,155
2024-12-31,P000002,LOC002,132,362.55,S0027,2024-12-27,45,155
2025-01-30,P000002,LOC002,115,354.18,S0027,2025-01-08,45,155
2025-03-01,P000002,LOC002,136,337.88,S0027,2025-02-28,45,155
2025-03-31,P000002,LOC002,114,336.31,S0027,2025-03-22,45,155
2024-10-02,P000002,LOC003,123,357.22,S0027,2024-09-05,45,155
2024-11-01,P000002,LOC003,146,353.92,S0027,2024-10-06,45,155
2024-12-01,P000002,LOC003,133,341.47,S0027,2024-11-18,45,155
2024-12-31,P000002,LOC003,130,348.98,S0027,2024-12-19,45,155
2025-01-30,P000002,LOC003,135,328.31,S0027,2025-01-16,45,155
2025-03-01,P000002,LOC003,141,358.07,S0027,2025-02-05,45,155
2025-03-31,P000002,LOC003,138,350.18,S0027,2025-03-18,45,155
2024-10-02,P000002,LOC004,117,343.49,S0027,2024-09-12,45,155
2024-11-01,P000002,LOC004,109,353.0,S0027,2024-10-12,45,155
2024-12-01,P000002,LOC004,120,329.99,S0027,2024-11-29,45,155
2024-12-31,P000002,LOC004,118,332.16,S0027,2024-12-05,45,155
2025-01-30,P000002,LOC004,116,355.82,S0027,2025-01-01,45,155
2025-03-01,P000002,LOC004,145,342.13,S0027,2025-01-30,45,155
2025-03-31,P000002,LOC004,142,329.09,S0027,2025-03-04,45,155
2024-10-02,P000002,LOC005,120,336.52,S0027,2024-09-24,45,155
2024-11-01,P000002,LOC005,133,341.72,S0027,2024-10-18,45,155
2024-12-01,P000002,LOC005,123,351.79,S0027,2024-11-23,45,155
2024-12-31,P000002,LOC005,143,359.88,S0027,2024-12-20,45,155
2025-01-30,P000002,LOC005,126,338.4,S0027,2025-01-21,45,155
2025-03-01,P000002,LOC005,118,332.1,S0027,2025-02-03,45,155
2025-03-31,P000002,LOC005,118,328.66,S0027,2025-03-09,45,155
2024-10-02,P000002,LOC006,130,351.78,S0027,2024-09-14,45,155
2024-11-01,P000002,LOC006,118,354.11,S0027,2024-10-04,45,155
2024-12-01,P000002,LOC006,131,337.11,S0027,2024-11-05,45,155
2024-12-31,P000002,LOC006,143,355.1,S0027,2024-12-02,45,155
2025-01-30,P000002,LOC006,123,341.63,S0027,2025-01-06,45,155
2025-03-01,P000002,LOC006,116,329.13,S0027,2025-01-30,45,155
2025-03-31,P000002,LOC006,147,347.86,S0027,2025-03-26,45,155
2024-10-02,P000002,LOC007,128,356.65,S0027,2024-09-29,45,155
2024-11-01,P000002,LOC007,112,351.37,S0027,2024-10-29,45,155
2024-12-01,P000002,LOC007,110,346.98,S0027,2024-11-06,45,155
2024-12-31,P000002,LOC007,112,337.75,S0027,2024-12-29,45,155
2025-01-30,P000002,LOC007,132,344.43,S0027,2025-01-29,45,155
2025-03-01,P000002,LOC007,139,360.39,S0027,2025-02-27,45,155
2025-03-31,P000002,LOC007,124,339.28,S0027,2025-03-02,45,155
2024-10-02,P000002,LOC008,110,346.5,S0027,2024-09-15,45,155
2024-11-01,P000002,LOC008,123,355.76,S0027,2024-10-29,45,155
2024-12-01,P000002,LOC008,147,336.78,S0027,2024-11-27,45,155
2024-12-31,P000002,LOC008,129,348.88,S0027,2024-12-20,45,155
2025-01-30,P000002,LOC008,146,347.04,S0027,2025-01-11,45,155
2025-03-01,P000002,LOC008,141,358.97,S0027,2025-02-12,45,155
2025-03-31,P000002,LOC008,108,352.15,S0027,2025-03-18,45,155
2024-10-02,P000002,LOC009,136,338.94,S0027,2024-09-14,45,155
2024-11-01,P000002,LOC009,134,354.99,S0027,2024-10-11,45,155
2024-12-01,P000002,LOC009,129,339.8,S0027,2024-11-29,45,155
2024-12-31,P000002,LOC009,118,340.41,S0027,2024-12-23,45,155
2025-01-30,P000002,LOC009,133,344.65,S0027,2025-01-13,45,155
2025-03-01,P000002,LOC009,112,354.03,S0027,2025-02-13,45,155
2025-03-31,P000002,LOC009,125,355.0,S0027,2025-03-14,45,155
2024-10-02,P000002,LOC010,126,357.88,S0027,2024-09-04,45,155
2024-11-01,P000002,LOC010,145,360.76,S0027,2024-10-11,45,155
2024-12-01,P000002,LOC010,142,334.26,S0027,2024-11-25,45,155
2024-12-31,P000002,LOC010,118,339.37,S0027,2024-12-11,45,155
2025-01-30,P000002,LOC010,127,360.92,S0027,2025-01-20,45,155
2025-03-01,P000002,LOC010,115,350.47,S0027,2025-02-28,45,155
2025-03-31,P000002,LOC010,143,333.64,S0027,2025-03-05,45,155
2024-10-02,P000002,LOC011,142,355.46,S0027,2024-09-17,45,155
2024-11-01,P000002,LOC011,120,341.04,S0027,2024-10-29,45,155
2024-12-01,P000002,LOC011,133,359.1,S0027,2024-11-24,45,155
2024-12-31,P000002,LOC011,132,344.69,S0027,2024-12-14,45,155
2025-01-30,P000002,LOC011,114,347.81,S0027,2025-01-09,45,155
2025-03-01,P000002,LOC011,138,359.9,S0027,2025-02-28,45,155
2025-03-31,P000002,LOC011,129,342.87,S0027,2025-03-20,45,155
2024-10-02,P000002,LOC012,138,341.16,S0027,2024-09-06,45,155
2024-11-01,P000002,LOC012,129,359.11,S0027,2024-10-03,45,155
2024-12-01,P000002,LOC012,108,349.19,S0027,2024-11-07,45,155
2024-12-31,P000002,LOC012,121,361.35,S0027,2024-12-23,45,155
2025-01-30,P000002,LOC012,109,333.54,S0027,2025-01-18,45,155
2025-03-01,P000002,LOC012,144,355.62,S0027,2025-02-21,45,155
2025-03-31,P000002,LOC012,142,357.94,S0027,2025-03-06,45,155
2024-10-02,P000002,LOC013,140,332.8,S0027,2024-09-15,45,155
2024-11-01,P000002,LOC013,120,351.48,S0027,2024-10-08,45,155
2024-12-01,P000002,LOC013,110,361.19,S0027,2024-11-04,45,155
2024-12-31,P000002,LOC013,142,346.64,S0027,2024-12-13,45,155
2025-01-30,P000002,LOC013,145,357.3,S0027,2025-01-22,45,155
2025-03-01,P000002,LOC013,111,331.95,S0027,2025-02-20,45,155
2025-03-31,P000002,LOC013,127,348.08,S0027,2025-03-02,45,155
2024-10-02,P000002,LOC014,111,361.61,S0027,2024-09-13,45,155
2024-11-01,P000002,LOC014,137,328.41,S0027,2024-10-08,45,155
2024-12-01,P000002,LOC014,138,349.38,S0027,2024-11-06,45,155
2024-12-31,P000002,LOC014,113,347.79,S0027,2024-12-30,45,155
2025-01-30,P000002,LOC014,126,344.39,S0027,2024-12-31,45,155
2025-03-01,P000002,LOC014,129,332.29,S0027,2025-02-19,45,155
2025-03-31,P000002,LOC014,118,352.51,S0027,2025-03-04,45,155
2024-10-02,P000002,LOC015,142,334.95,S0027,2024-09-08,45,155
2024-11-01,P000002,LOC015,124,337.85,S0027,2024-10-10,45,155
2024-12-01,P000002,LOC015,116,334.48,S0027,2024-11-16,45,155
2024-12-31,P000002,LOC015,129,338.78,S0027,2024-12-23,45,155
2025-01-30,P000002,LOC015,136,344.93,S0027,2025-01-02,45,155
2025-03-01,P000002,LOC015,116,347.79,S0027,2025-02-05,45,155
2025-03-31,P000002,LOC015,120,353.79,S0027,2025-03-15,45,155
2024-10-02,P000002,LOC016,147,352.94,S0027,2024-09-11,45,155
2024-11-01,P000002,LOC016,133,339.61,S0027,2024-10-24,45,155
2024-12-01,P000002,LOC016,125,355.71,S0027,2024-11-04,45,155
2024-12-31,P000002,LOC016,128,356.4,S0027,2024-12-27,45,155
2025-01-30,P000002,LOC016,113,351.48,S0027,2025-01-22,45,155
2025-03-01,P000002,LOC016,117,343.25,S0027,2025-02-12,45,155
2025-03-31,P000002,LOC016,121,342.73,S0027,2025-03-27,45,155
2024-10-02,P000002,LOC017,131,336.45,S0027,2024-09-13,45,155
2024-11-01,P000002,LOC017,117,359.73,S0027,2024-10-25,45,155
2024-12-01,P000002,LOC017,117,355.55,S0027,2024-11-21,45,155
2024-12-31,P000002,LOC017,111,352.48,S0027,2024-12-30,45,155
2025-01-30,P000002,LOC017,132,344.5,S0027,2025-01-04,45,155
2025-03-01,P000002,LOC017,117,338.74,S0027,2025-02-08,45,155
2025-03-31,P000002,LOC017,143,357.48,S0027,2025-03-27,45,155
2024-10-02,P000002,LOC018,141,342.07,S0027,2024-09-26,45,155
2024-11-01,P000002,LOC018,111,336.16,S0027,2024-10-30,45,155
2024-12-01,P000002,LOC018,117,357.79,S0027,2024-11-07,45,155
2024-12-31,P000002,LOC018,134,332.78,S0027,2024-12-26,45,155
2025-01-30,P000002,LOC018,116,339.2,S0027,2025-01-09,45,155
2025-03-01,P000002,LOC018,113,344.04,S0027,2025-02-21,45,155
2025-03-31,P000002,LOC018,144,328.54,S0027,2025-03-27,45,155
2024-10-02,P000002,LOC019,130,356.68,S0027,2024-09-24,45,155
2024-11-01,P000002,LOC019,126,355.77,S0027,2024-10-28,45,155
2024-12-01,P000002,LOC019,138,355.32,S0027,2024-11-07,45,155
2024-12-31,P000002,LOC019,139,355.77,S0027,2024-12-03,45,155
2025-01-30,P000002,LOC019,115,362.44,S0027,2025-01-15,45,155
2025-03-01,P000002,LOC019,112,330.03,S0027,2025-02-13,45,155
2025-03-31,P000002,LOC019,125,357.32,S0027,2025-03-06,45,155
2024-10-02,P000002,LOC020,124,354.38,S0027,2024-09-04,45,155
2024-11-01,P000002,LOC020,126,329.81,S0027,2024-10-21,45,155
2024-12-01,P000002,LOC020,136,336.59,S0027,2024-11-28,45,155
2024-12-31,P000002,LOC020,134,343.97,S0027,2024-12-05,45,155
2025-01-30,P000002,LOC020,146,351.46,S0027,2025-01-05,45,155
2025-03-01,P000002,LOC020,112,352.06,S0027,2025-02-05,45,155
2025-03-31,P000002,LOC020,124,351.64,S0027,2025-03-01,45,155
2024-10-02,P000003,LOC001,792,590.95,S0009,2024-09-19,37,845
2024-11-01,P000003,LOC001,663,562.99,S0009,2024-10-18,37,845
2024-12-01,P000003,LOC001,773,561.5,S0009,2024-11-01,37,845
2024-12-31,P000003,LOC001,644,584.32,S0009,2024-12-29,37,845
2025-01-30,P000003,LOC001,631,579.45,S0009,2025-01-14,37,845
2025-03-01,P000003,LOC001,686,597.42,S0009,2025-02-12,37,845
2025-03-31,P000003,LOC001,680,589.13,S0009,2025-03-29,37,845
2024-10-02,P000003,LOC002,795,578.96,S0009,2024-09-03,37,845
2024-11-01,P000003,LOC002,650,574.08,S0009,2024-10-04,37,845
2024-12-01,P000003,LOC002,834,566.08,S0009,2024-11-14,37,845
2024-12-31,P000003,LOC002,644,594.79,S0009,2024-12-27,37,845
2025-01-30,P000003,LOC002,786,589.83,S0009,2025-01-14,37,845
2025-03-01,P000003,LOC002,685,559.57,S0009,2025-02-16,37,845
2025-03-31,P000003,LOC002,773,569.72,S0009,2025-03-15,37,845
2024-10-02,P000003,LOC003,781,579.6,S0009,2024-09-04,37,845
2024-11-01,P000003,LOC003,739,566.79,S0009,2024-10-20,37,845
2024-12-01,P000003,LOC003,708,560.84,S0009,2024-11-20,37,845
2024-12-31,P000003,LOC003,797,596.97,S0009,2024-12-14,37,845
2025-01-30,P000003,LOC003,834,561.7,S0009,2025-01-24,37,845
2025-03-01,P000003,LOC003,707,562.05,S0009,2025-02-24,37,845
2025-03-31,P000003,LOC003,602,593.98,S0009,2025-03-27,37,845
2024-10-02,P000003,LOC004,802,573.52,S0009,2024-09-08,37,845
2024-11-01,P000003,LOC004,768,550.16,S0009,2024-10-28,37,845
2024-12-01,P000003,LOC004,796,550.95,S0009,2024-11-02,37,845
2024-12-31,P000003,LOC004,787,570.77,S0009,2024-12-26,37,845
2025-01-30,P000003,LOC004,770,581.82,S0009,2025-01-19,37,845
2025-03-01,P000003,LOC004,626,567.72,S0009,2025-02-15,37,845
2025-03-31,P000003,LOC004,694,585.23,S0009,2025-03-08,37,845
2024-10-02,P000003,LOC005,785,561.35,S0009,2024-09-17,37,845
2024-11-01,P000003,LOC005,806,576.2,S0009,2024-10-27,37,845
2024-12-01,P000003,LOC005,776,596.34,S0009,2024-11-27,37,845
2024-12-31,P000003,LOC005,810,597.67,S0009,2024-12-28,37,845
2025-01-30,P000003,LOC005,636,595.01,S0009,2025-01-02,37,845
2025-03-01,P000003,LOC005,676,597.69,S0009,2025-02-14,37,845
2025-03-31,P000003,LOC005,603,587.68,S0009,2025-03-06,37,845
2024-10-02,P000003,LOC006,751,593.74,S0009,2024-09-18,37,845
2024-11-01,P000003,LOC006,792,557.29,S0009,2024-10-26,37,845
2024-12-01,P000003,LOC006,844,576.14,S0009,2024-11-08,37,845
2024-12-31,P000003,LOC006,821,607.09,S0009,2024-12-20,37,845
2025-01-30,P000003,LOC006,671,556.19,S0009,2025-01-09,37,845
2025-03-01,P000003,LOC006,799,554.58,S0009,2025-02-10,37,845
2025-03-31,P000003,LOC006,647,595.21,S0009,2025-03-27,37,845
2024-10-02,P000003,LOC007,805,585.47,S0009,2024-09-08,37,845
2024-11-01,P000003,LOC007,757,583.49,S0009,2024-10-29,37,845
2024-12-01,P000003,LOC007,687,575.83,S0009,2024-11-04,37,845
2024-12-31,P000003,LOC007,680,559.58,S0009,2024-12-08,37,845
2025-01-30,P000003,LOC007,793,589.47,S0009,2025-01-26,37,845
2025-03-01,P000003,LOC007,801,560.87,S0009,2025-02-12,37,845
2025-03-31,P000003,LOC007,708,603.77,S0009,2025-03-12,37,845
2024-10-02,P000003,LOC008,743,604.34,S0009,2024-09-17,37,845
2024-11-01,P000003,LOC008,624,597.95,S0009,2024-10-10,37,845
2024-12-01,P000003,LOC008,654,595.49,S0009,2024-11-03,37,845
2024-12-31,P000003,LOC008,796,592.56,S0009,2024-12-07,37,845
2025-01-30,P000003,LOC008,713,568.59,S0009,2025-01-23,37,845
2025-03-01,P000003,LOC008,706,596.86,S0009,2025-02-03,37,845
2025-03-31,P000003,LOC008,749,579.15,S0009,2025-03-08,37,845
2024-10-02,P000003,LOC009,740,600.41,S0009,2024-09-16,37,845
2024-11-01,P000003,LOC009,739,588.76,S0009,2024-10-04,37,845
2024-12-01,P000003,LOC009,751,593.99,S0009,2024-11-06,37,845
2024-12-31,P000003,LOC009,766,596.75,S0009,2024-12-12,37,845
2025-01-30,P000003,LOC009,842,565.94,S0009,2025-01-28,37,845
2025-03-01,P000003,LOC009,603,579.35,S0009,2025-02-11,37,845
2025-03-31,P000003,LOC009,714,603.37,S0009,2025-03-27,37,845
2024-10-02,P000003,LOC010,697,574.22,S0009,2024-09-18,37,845
2024-11-01,P000003,LOC010,771,565.13,S0009,2024-10-04,37,845
2024-12-01,P000003,LOC010,624,568.89,S0009,2024-11-08,37,845
2024-12-31,P000003,LOC010,832,591.39,S0009,2024-12-11,37,845
2025-01-30,P000003,LOC010,828,557.68,S0009,2024-12-31,37,845
2025-03-01,P000003,LOC010,783,606.54,S0009,2025-02-26,37,845
2025-03-31,P000003,LOC010,829,556.71,S0009,2025-03-26,37,845
2024-10-02,P000003,LOC011,835,594.97,S0009,2024-09-09,37,845
2024-11-01,P000003,LOC011,810,596.34,S0009,2024-10-09,37,845
2024-12-01,P000003,LOC011,794,555.66,S0009,2024-11-05,37,845
2024-12-31,P000003,LOC011,608,594.92,S0009,2024-12-25,37,845
2025-01-30,P000003,LOC011,630,602.92,S0009,2025-01-19,37,845
2025-03-01,P000003,LOC011,717,565.35,S0009,2025-02-17,37,845
2025-03-31,P000003,LOC011,734,586.68,S0009,2025-03-14,37,845
2024-10-02,P000003,LOC012,641,589.35,S0009,2024-09-26,37,845
2024-11-01,P000003,LOC012,616,588.54,S0009,2024-10-19,37,845
2024-12-01,P000003,LOC012,779,600.41,S0009,2024-11-11,37,845
2024-12-31,P000003,LOC012,643,574.64,S0009,2024-12-30,37,845
2025-01-30,P000003,LOC012,845,570.5,S0009,2025-01-03,37,845
2025-03-01,P000003,LOC012,717,568.06,S0009,2025-02-08,37,845
2025-03-31,P000003,LOC012,722,601.35,S0009,2025-03-01,37,845
2024-10-02,P000003,LOC013,680,585.8,S0009,2024-09-28,37,845
2024-11-01,P000003,LOC013,844,570.04,S0009,2024-10-29,37,845
2024-12-01,P000003,LOC013,714,594.1,S0009,2024-11-13,37,845
2024-12-31,P000003,LOC013,701,600.74,S0009,2024-12-17,37,845
2025-01-30,P000003,LOC013,788,560.16,S0009,2025-01-25,37,845
2025-03-01,P000003,LOC013,634,563.26,S0009,2025-02-17,37,845
2025-03-31,P000003,LOC013,742,557.9,S0009,2025-03-20,37,845
2024-10-02,P000003,LOC014,724,562.66,S0009,2024-09-20,37,845
2024-11-01,P000003,LOC014,700,604.71,S0009,2024-10-09,37,845
2024-12-01,P000003,LOC014,737,559.67,S0009,2024-11-14,37,845
2024-12-31,P000003,LOC014,758,584.91,S0009,2024-12-05,37,845
