date,product_id,site_id,quantity,unit_cost,supplier_id,last_restock_date,reorder_point,max_stock_level
2025-03-31,P000001,LOC012,318,277.73,S0011,2025-03-21,32,867
2024-10-02,P000001,LOC013,282,296.15,S0011,2024-09-09,32,867
2024-11-01,P000001,LOC013,340,285.62,S0011,2024-10-16,32,867
2024-12-01,P000001,LOC013,315,296.06,S0011,2024-11-14,32,867
2024-12-31,P000001,LOC013,356,288.75,S0011,2024-12-04,32,867
2025-01-30,P000001,LOC013,359,270.05,S0011,2024-12-31,32,867
2025-03-01,P000001,LOC013,322,296.86,S0011,2025-02-11,32,867
2025-03-31,P000001,LOC013,408,279.86,S0011,2025-03-02,32,867
2024-10-02,P000001,LOC014,333,274.07,S0011,2024-09-04,32,867
2024-11-01,P000001,LOC014,388,297.17,S0011,2024-10-12,32,867
2024-12-01,P000001,LOC014,443,283.24,S0011,2024-11-29,32,867
2024-12-31,P000001,LOC014,428,298.0,S0011,2024-12-18,32,867
2025-01-30,P000001,LOC014,448,273.4,S0011,2025-01-15,32,867
2025-03-01,P000001,LOC014,483,283.85,S0011,2025-02-26,32,867
2025-03-31,P000001,LOC014,525,293.73,S0011,2025-03-01,32,867
2024-10-02,P000001,LOC015,268,279.88,S0011,2024-09-09,32,867
2024-11-01,P000001,LOC015,349,273.98,S0011,2024-10-21,32,867
2024-12-01,P000001,LOC015,389,282.51,S0011,2024-11-08,32,867
2024-12-31,P000001,LOC015,382,296.89,S0011,2024-12-21,32,867
2025-01-30,P000001,LOC015,378,286.13,S0011,2025-01-29,32,867
2025-03-01,P000001,LOC015,467,283.67,S0011,2025-02-09,32,867
2025-03-31,P000001,LOC015,455,277.9,S0011,2025-03-14,32,867
2024-10-02,P000001,LOC016,293,292.36,S0011,2024-09-06,32,867
2024-11-01,P000001,LOC016,280,286.86,S0011,2024-10-10,32,867
2024-12-01,P000001,LOC016,369,275.12,S0011,2024-11-27,32,867
2024-12-31,P000001,LOC016,435,280.98,S0011,2024-12-24,32,867
2025-01-30,P000001,LOC016,480,288.53,S0011,2025-01-16,32,867
2025-03-01,P000001,LOC016,432,282.17,S0011,2025-02-17,32,867
2025-03-31,P000001,LOC016,492,285.43,S0011,2025-03-18,32,867
2024-10-02,P000001,LOC017,333,295.53,S0011,2024-09-09,32,867
2024-11-01,P000001,LOC017,338,276.41,S0011,2024-10-23,32,867
2024-12-01,P000001,LOC017,429,280.82,S0011,2024-11-15,32,867
2024-12-31,P000001,LOC017,438,277.0,S0011,2024-12-09,32,867
2025-01-30,P000001,LOC017,388,280.13,S0011,2025-01-06,32,867
2025-03-01,P000001,LOC017,484,288.26,S0011,2025-01-31,32,867
2025-03-31,P000001,LOC017,440,292.72,S0011,2025-03-12,32,867
2024-10-02,P000001,LOC018,301,292.29,S0011,2024-09-27,32,867
2024-11-01,P000001,LOC018,295,273.32,S0011,2024-10-04,32,867
2024-12-01,P000001,LOC018,260,282.86,S0011,2024-11-15,32,867
2024-12-31,P000001,LOC018,262,283.23,S0011,2024-12-21,32,867
2025-01-30,P000001,LOC018,242,292.22,S0011,2024-12-31,32,867
2025-03-01,P000001,LOC018,240,280.39,S0011,2025-02-27,32,867
2025-03-31,P000001,LOC018,270,284.96,S0011,2025-03-17,32,867
2024-10-02,P000001,LOC019,295,275.71,S0011,2024-09-28,32,867
2024-11-01,P000001,LOC019,267,291.76,S0011,2024-10-18,32,867
2024-12-01,P000001,LOC019,232,274.27,S0011,2024-11-10,32,867
2024-12-31,P000001,LOC019,277,289.86,S0011,2024-12-25,32,867
2025-01-30,P000001,LOC019,310,279.18,S0011,2025-01-29,32,867
2025-03-01,P000001,LOC019,274,273.1,S0011,2025-02-16,32,867
2025-03-31,P000001,LOC019,252,292.38,S0011,2025-03-26,32,867
2024-10-02,P000001,LOC020,254,271.09,S0011,2024-09-10,32,867
2024-11-01,P000001,LOC020,343,292.04,S0011,2024-10-20,32,867
2024-12-01,P000001,LOC020,399,274.87,S0011,2024-11-16,32,867
2024-12-31,P000001,LOC020,499,291.15,S0011,2024-12-25,32,867
2025-01-30,P000001,LOC020,485,272.13,S0011,2025-01-18,32,867
2025-03-01,P000001,LOC020,535,289.81,S0011,2025-02-10,32,867
2025-03-31,P000001,LOC020,497,284.02,S0011,2025-03-18,32,867
2024-10-02,P000002,LOC001,1051,335.85,S0027,2024-09-11,45,155
2024-11-01,P000002,LOC001,1025,349.23,S0027,2024-10-31,45,155
2024-12-01,P000002,LOC001,1057,356.34,S0027,2024-11-17,45,155
2024-12-31,P000002,LOC001,1029,354.06,S0027,2024-12-26,45,155
2025-01-30,P000002,LOC001,1095,359.66,S0027,2025-01-07,45,155
2025-03-01,P000002,LOC001,1117,355.57,S0027,2025-02-26,45,155
2025-03-31,P000002,LOC001,1151,358.88,S0027,2025-03-04,45,155
2024-10-02,P000002,LOC002,939,338.92,S0027,2024-09-24,45,155
2024-11-01,P000002,LOC002,1008,340.17,S0027,2024-10-02,45,155
2024-12-01,P000002,LOC002,1108,357.47,S0027,2024-11-05,45,155
2024-12-31,P000002,LOC002,1183,362.55,S0027,2024-12-27,45,155
2025-01-30,P000002,LOC002,1264,354.18,S0027,2025-01-08,45,155
2025-03-01,P000002,LOC002,1306,337.88,S0027,2025-02-28,45,155
2025-03-31,P000002,LOC002,1387,336.31,S0027,2025-03-22,45,155
2024-10-02,P000002,LOC003,1030,357.22,S0027,2024-09-05,45,155
2024-11-01,P000002,LOC003,1063,353.92,S0027,2024-10-06,45,155
2024-12-01,P000002,LOC003,1032,341.47,S0027,2024-11-18,45,155
2024-12-31,P000002,LOC003,1014,348.98,S0027,2024-12-19,45,155
2025-01-30,P000002,LOC003,994,328.31,S0027,2025-01-16,45,155
2025-03-01,P000002,LOC003,990,358.07,S0027,2025-02-05,45,155
2025-03-31,P000002,LOC003,978,350.18,S0027,2025-03-18,45,155
2024-10-02,P000002,LOC004,997,343.49,S0027,2024-09-12,45,155
2024-11-01,P000002,LOC004,965,353.0,S0027,2024-10-12,45,155
2024-12-01,P000002,LOC004,1032,329.99,S0027,2024-11-29,45,155
2024-12-31,P000002,LOC004,1006,332.16,S0027,2024-12-05,45,155
2025-01-30,P000002,LOC004,1087,355.82,S0027,2025-01-01,45,155
2025-03-01,P000002,LOC004,1175,342.13,S0027,2025-01-30,45,155
2025-03-31,P000002,LOC004,1244,329.09,S0027,2025-03-04,45,155
2024-10-02,P000002,LOC005,961,336.52,S0027,2024-09-24,45,155
2024-11-01,P000002,LOC005,981,341.72,S0027,2024-10-18,45,155
2024-12-01,P000002,LOC005,1017,351.79,S0027,2024-11-23,45,155
2024-12-31,P000002,LOC005,1026,359.88,S0027,2024-12-20,45,155
2025-01-30,P000002,LOC005,1071,338.4,S0027,2025-01-21,45,155
2025-03-01,P000002,LOC005,1116,332.1,S0027,2025-02-03,45,155
2025-03-31,P000002,LOC005,1137,328.66,S0027,2025-03-09,45,155
2024-10-02,P000002,LOC006,1015,351.78,S0027,2024-09-14,45,155
2024-11-01,P000002,LOC006,1076,354.11,S0027,2024-10-04,45,155
2024-12-01,P000002,LOC006,1103,337.11,S0027,2024-11-05,45,155
2024-12-31,P000002,LOC006,1096,355.1,S0027,2024-12-02,45,155
2025-01-30,P000002,LOC006,1132,341.63,S0027,2025-01-06,45,155
2025-03-01,P000002,LOC006,1154,329.13,S0027,2025-01-30,45,155
2025-03-31,P000002,LOC006,1130,347.86,S0027,2025-03-26,45,155
2024-10-02,P000002,LOC007,950,356.65,S0027,2024-09-29,45,155
2024-11-01,P000002,LOC007,1000,351.37,S0027,2024-10-29,45,155
2024-12-01,P000002,LOC007,1015,346.98,S0027,2024-11-06,45,155
2024-12-31,P000002,LOC007,980,337.75,S0027,2024-12-29,45,155
2025-01-30,P000002,LOC007,1060,344.43,S0027,2025-01-29,45,155
2025-03-01,P000002,LOC007,1149,360.39,S0027,2025-02-27,45,155
2025-03-31,P000002,LOC007,1243,339.28,S0027,2025-03-02,45,155
2024-10-02,P000002,LOC008,1062,346.5,S0027,2024-09-15,45,155
2024-11-01,P000002,LOC008,1105,355.76,S0027,2024-10-29,45,155
2024-12-01,P000002,LOC008,1198,336.78,S0027,2024-11-27,45,155
2024-12-31,P000002,LOC008,1191,348.88,S0027,2024-12-20,45,155
2025-01-30,P000002,LOC008,1204,347.04,S0027,2025-01-11,45,155
2025-03-01,P000002,LOC008,1288,358.97,S0027,2025-02-12,45,155
2025-03-31,P000002,LOC008,1381,352.15,S0027,2025-03-18,45,155
2024-10-02,P000002,LOC009,1010,338.94,S0027,2024-09-14,45,155
2024-11-01,P000002,LOC009,1056,354.99,S0027,2024-10-11,45,155
2024-12-01,P000002,LOC009,1093,339.8,S0027,2024-11-29,45,155
2024-12-31,P000002,LOC009,1089,340.41,S0027,2024-12-23,45,155
2025-01-30,P000002,LOC009,1178,344.65,S0027,2025-01-13,45,155
2025-03-01,P000002,LOC009,1173,354.03,S0027,2025-02-13,45,155
2025-03-31,P000002,LOC009,1250,355.0,S0027,2025-03-14,45,155
2024-10-02,P000002,LOC010,999,357.88,S0027,2024-09-04,45,155
2024-11-01,P000002,LOC010,1062,360.76,S0027,2024-10-11,45,155
2024-12-01,P000002,LOC010,1049,334.26,S0027,2024-11-25,45,155
2024-12-31,P000002,LOC010,1075,339.37,S0027,2024-12-11,45,155
2025-01-30,P000002,LOC010,1136,360.92,S0027,2025-01-20,45,155
2025-03-01,P000002,LOC010,1195,350.47,S0027,2025-02-28,45,155
2025-03-31,P000002,LOC010,1256,333.64,S0027,2025-03-05,45,155
2024-10-02,P000002,LOC011,1020,355.46,S0027,2024-09-17,45,155
2024-11-01,P000002,LOC011,995,341.04,S0027,2024-10-29,45,155
2024-12-01,P000002,LOC011,1034,359.1,S0027,2024-11-24,45,155
2024-12-31,P000002,LOC011,1088,344.69,S0027,2024-12-14,45,155
2025-01-30,P000002,LOC011,1103,347.81,S0027,2025-01-09,45,155
2025-03-01,P000002,LOC011,1152,359.9,S0027,2025-02-28,45,155
2025-03-31,P000002,LOC011,1124,342.87,S0027,2025-03-20,45,155
2024-10-02,P000002,LOC012,1075,341.16,S0027,2024-09-06,45,155
2024-11-01,P000002,LOC012,1032,359.11,S0027,2024-10-03,45,155
2024-12-01,P000002,LOC012,1056,349.19,S0027,2024-11-07,45,155
2024-12-31,P000002,LOC012,1059,361.35,S0027,2024-12-23,45,155
2025-01-30,P000002,LOC012,1144,333.54,S0027,2025-01-18,45,155
2025-03-01,P000002,LOC012,1154,355.62,S0027,2025-02-21,45,155
2025-03-31,P000002,LOC012,1167,357.94,S0027,2025-03-06,45,155
2024-10-02,P000002,LOC013,995,332.8,S0027,2024-09-15,45,155
2024-11-01,P000002,LOC013,998,351.48,S0027,2024-10-08,45,155
2024-12-01,P000002,LOC013,960,361.19,S0027,2024-11-04,45,155
2024-12-31,P000002,LOC013,971,346.64,S0027,2024-12-13,45,155
2025-01-30,P000002,LOC013,1061,357.3,S0027,2025-01-22,45,155
2025-03-01,P000002,LOC013,1046,331.95,S0027,2025-02-20,45,155
2025-03-31,P000002,LOC013,1084,348.08,S0027,2025-03-02,45,155
2024-10-02,P000002,LOC014,938,361.61,S0027,2024-09-13,45,155
2024-11-01,P000002,LOC014,974,328.41,S0027,2024-10-08,45,155
2024-12-01,P000002,LOC014,958,349.38,S0027,2024-11-06,45,155
2024-12-31,P000002,LOC014,957,347.79,S0027,2024-12-30,45,155
2025-01-30,P000002,LOC014,1032,344.39,S0027,2024-12-31,45,155
2025-03-01,P000002,LOC014,1092,332.29,S0027,2025-02-19,45,155
2025-03-31,P000002,LOC014,1118,352.51,S0027,2025-03-04,45,155
2024-10-02,P000002,LOC015,986,334.95,S0027,2024-09-08,45,155
2024-11-01,P000002,LOC015,953,337.85,S0027,2024-10-10,45,155
2024-12-01,P000002,LOC015,1017,334.48,S0027,2024-11-16,45,155
2024-12-31,P000002,LOC015,982,338.78,S0027,2024-12-23,45,155
2025-01-30,P000002,LOC015,980,344.93,S0027,2025-01-02,45,155
2025-03-01,P000002,LOC015,963,347.79,S0027,2025-02-05,45,155
2025-03-31,P000002,LOC015,1048,353.79,S0027,2025-03-15,45,155
2024-10-02,P000002,LOC016,1060,352.94,S0027,2024-09-11,45,155
2024-11-01,P000002,LOC016,1087,339.61,S0027,2024-10-24,45,155
2024-12-01,P000002,LOC016,1185,355.71,S0027,2024-11-04,45,155
2024-12-31,P000002,LOC016,1211,356.4,S0027,2024-12-27,45,155
2025-01-30,P000002,LOC016,1305,351.48,S0027,2025-01-22,45,155
2025-03-01,P000002,LOC016,1330,343.25,S0027,2025-02-12,45,155
2025-03-31,P000002,LOC016,1330,342.73,S0027,2025-03-27,45,155
2024-10-02,P000002,LOC017,940,336.45,S0027,2024-09-13,45,155
2024-11-01,P000002,LOC017,948,359.73,S0027,2024-10-25,45,155
2024-12-01,P000002,LOC017,954,355.55,S0027,2024-11-21,45,155
2024-12-31,P000002,LOC017,979,352.48,S0027,2024-12-30,45,155
2025-01-30,P000002,LOC017,952,344.5,S0027,2025-01-04,45,155
2025-03-01,P000002,LOC017,1049,338.74,S0027,2025-02-08,45,155
2025-03-31,P000002,LOC017,1083,357.48,S0027,2025-03-27,45,155
2024-10-02,P000002,LOC018,1073,342.07,S0027,2024-09-26,45,155
2024-11-01,P000002,LOC018,1129,336.16,S0027,2024-10-30,45,155
2024-12-01,P000002,LOC018,1105,357.79,S0027,2024-11-07,45,155
2024-12-31,P000002,LOC018,1202,332.78,S0027,2024-12-26,45,155
2025-01-30,P000002,LOC018,1211,339.2,S0027,2025-01-09,45,155
2025-03-01,P000002,LOC018,1274,344.04,S0027,2025-02-21,45,155
2025-03-31,P000002,LOC018,1322,328.54,S0027,2025-03-27,45,155
2024-10-02,P000002,LOC019,1059,356.68,S0027,2024-09-24,45,155
2024-11-01,P000002,LOC019,1027,355.77,S0027,2024-10-28,45,155
2024-12-01,P000002,LOC019,1031,355.32,S0027,2024-11-07,45,155
2024-12-31,P000002,LOC019,1045,355.77,S0027,2024-12-03,45,155
2025-01-30,P000002,LOC019,1121,362.44,S0027,2025-01-15,45,155
2025-03-01,P000002,LOC019,1082,330.03,S0027,2025-02-13,45,155
2025-03-31,P000002,LOC019,1168,357.32,S0027,2025-03-06,45,155
2024-10-02,P000002,LOC020,1018,354.38,S0027,2024-09-04,45,155
2024-11-01,P000002,LOC020,1063,329.81,S0027,2024-10-21,45,155
2024-12-01,P000002,LOC020,1154,336.59,S0027,2024-11-28,45,155
2024-12-31,P000002,LOC020,1247,343.97,S0027,2024-12-05,45,155
2025-01-30,P000002,LOC020,1248,351.46,S0027,2025-01-05,45,155
2025-03-01,P000002,LOC020,1342,352.06,S0027,2025-02-05,45,155
2025-03-31,P000002,LOC020,1425,351.64,S0027,2025-03-01,45,155
2024-10-02,P000003,LOC001,792,590.95,S0009,2024-09-19,37,845
2024-11-01,P000003,LOC001,882,562.99,S0009,2024-10-18,37,845
2024-12-01,P000003,LOC001,872,561.5,S0009,2024-11-01,37,845
2024-12-31,P000003,LOC001,965,584.32,S0009,2024-12-29,37,845
2025-01-30,P000003,LOC001,1038,579.45,S0009,2025-01-14,37,845
2025-03-01,P000003,LOC001,1027,597.42,S0009,2025-02-12,37,845
2025-03-31,P000003,LOC001,1050,589.13,S0009,2025-03-29,37,845
2024-10-02,P000003,LOC002,795,578.96,S0009,2024-09-03,37,845
2024-11-01,P000003,LOC002,861,574.08,S0009,2024-10-04,37,845
2024-12-01,P000003,LOC002,834,566.08,S0009,2024-11-14,37,845
2024-12-31,P000003,LOC002,846,594.79,S0009,2024-12-27,37,845
2025-01-30,P000003,LOC002,932,589.83,S0009,2025-01-14,37,845
2025-03-01,P000003,LOC002,892,559.57,S0009,2025-02-16,37,845
2025-03-31,P000003,LOC002,911,569.72,S0009,2025-03-15,37,845
2024-10-02,P000003,LOC003,781,579.6,S0009,2024-09-04,37,845
2024-11-01,P000003,LOC003,739,566.79,S0009,2024-10-20,37,845
2024-12-01,P000003,LOC003,708,560.84,S0009,2024-11-20,37,845
2024-12-31,P000003,LOC003,797,596.97,S0009,2024-12-14,37,845
2025-01-30,P000003,LOC003,834,561.7,S0009,2025-01-24,37,845
2025-03-01,P000003,LOC003,861,562.05,S0009,2025-02-24,37,845
2025-03-31,P000003,LOC003,880,593.98,S0009,2025-03-27,37,845
2024-10-02,P000003,LOC004,865,573.52,S0009,2024-09-08,37,845
2024-11-01,P000003,LOC004,919,550.16,S0009,2024-10-28,37,845
2024-12-01,P000003,LOC004,976,550.95,S0009,2024-11-02,37,845
2024-12-31,P000003,LOC004,926,570.77,S0009,2024-12-26,37,845
2025-01-30,P000003,LOC004,930,581.82,S0009,2025-01-19,37,845
2025-03-01,P000003,LOC004,911,567.72,S0009,2025-02-15,37,845
2025-03-31,P000003,LOC004,965,585.23,S0009,2025-03-08,37,845
2024-10-02,P000003,LOC005,785,561.35,S0009,2024-09-17,37,845
2024-11-01,P000003,LOC005,806,576.2,S0009,2024-10-27,37,845
2024-12-01,P000003,LOC005,776,596.34,S0009,2024-11-27,37,845
2024-12-31,P000003,LOC005,810,597.67,S0009,2024-12-28,37,845
2025-01-30,P000003,LOC005,899,595.01,S0009,2025-01-02,37,845
2025-03-01,P000003,LOC005,861,597.69,S0009,2025-02-14,37,845
2025-03-31,P000003,LOC005,889,587.68,S0009,2025-03-06,37,845
2024-10-02,P000003,LOC006,751,593.74,S0009,2024-09-18,37,845
2024-11-01,P000003,LOC006,792,557.29,S0009,2024-10-26,37,845
2024-12-01,P000003,LOC006,844,576.14,S0009,2024-11-08,37,845
2024-12-31,P000003,LOC006,821,607.09,S0009,2024-12-20,37,845
2025-01-30,P000003,LOC006,855,556.19,S0009,2025-01-09,37,845
2025-03-01,P000003,LOC006,878,554.58,S0009,2025-02-10,37,845
2025-03-31,P000003,LOC006,978,595.21,S0009,2025-03-27,37,845
2024-10-02,P000003,LOC007,805,585.47,S0009,2024-09-08,37,845
2024-11-01,P000003,LOC007,877,583.49,S0009,2024-10-29,37,845
2024-12-01,P000003,LOC007,965,575.83,S0009,2024-11-04,37,845
2024-12-31,P000003,LOC007,948,559.58,S0009,2024-12-08,37,845
2025-01-30,P000003,LOC007,1047,589.47,S0009,2025-01-26,37,845
2025-03-01,P000003,LOC007,1010,560.87,S0009,2025-02-12,37,845
2025-03-31,P000003,LOC007,981,603.77,S0009,2025-03-12,37,845
2024-10-02,P000003,LOC008,866,604.34,S0009,2024-09-17,37,845
2024-11-01,P000003,LOC008,932,597.95,S0009,2024-10-10,37,845
2024-12-01,P000003,LOC008,961,595.49,S0009,2024-11-03,37,845
2024-12-31,P000003,LOC008,980,592.56,S0009,2024-12-07,37,845
2025-01-30,P000003,LOC008,1005,568.59,S0009,2025-01-23,37,845
2025-03-01,P000003,LOC008,967,596.86,S0009,2025-02-03,37,845
2025-03-31,P000003,LOC008,947,579.15,S0009,2025-03-08,37,845
2024-10-02,P000003,LOC009,740,600.41,S0009,2024-09-16,37,845
2024-11-01,P000003,LOC009,739,588.76,S0009,2024-10-04,37,845
2024-12-01,P000003,LOC009,751,593.99,S0009,2024-11-06,37,845
2024-12-31,P000003,LOC009,766,596.75,S0009,2024-12-12,37,845
2025-01-30,P000003,LOC009,842,565.94,S0009,2025-01-28,37,845
2025-03-01,P000003,LOC009,914,579.35,S0009,2025-02-11,37,845
2025-03-31,P000003,LOC009,990,603.37,S0009,2025-03-27,37,845
2024-10-02,P000003,LOC010,866,574.22,S0009,2024-09-18,37,845
2024-11-01,P000003,LOC010,928,565.13,S0009,2024-10-04,37,845
2024-12-01,P000003,LOC010,882,568.89,S0009,2024-11-08,37,845
2024-12-31,P000003,LOC010,832,591.39,S0009,2024-12-11,37,845
2025-01-30,P000003,LOC010,828,557.68,S0009,2024-12-31,37,845
2025-03-01,P000003,LOC010,783,606.54,S0009,2025-02-26,37,845
2025-03-31,P000003,LOC010,829,556.71,S0009,2025-03-26,37,845
2024-10-02,P000003,LOC011,835,594.97,S0009,2024-09-09,37,845
2024-11-01,P000003,LOC011,810,596.34,S0009,2024-10-09,37,845
2024-12-01,P000003,LOC011,858,555.66,S0009,2024-11-05,37,845
2024-12-31,P000003,LOC011,864,594.92,S0009,2024-12-25,37,845
2025-01-30,P000003,LOC011,943,602.92,S0009,2025-01-19,37,845
2025-03-01,P000003,LOC011,1007,565.35,S0009,2025-02-17,37,845
2025-03-31,P000003,LOC011,975,586.68,S0009,2025-03-14,37,845
2024-10-02,P000003,LOC012,865,589.35,S0009,2024-09-26,37,845
2024-11-01,P000003,LOC012,892,588.54,S0009,2024-10-19,37,845
2024-12-01,P000003,LOC012,903,600.41,S0009,2024-11-11,37,845
2024-12-31,P000003,LOC012,887,574.64,S0009,2024-12-30,37,845
2025-01-30,P000003,LOC012,845,570.5,S0009,2025-01-03,37,845
2025-03-01,P000003,LOC012,887,568.06,S0009,2025-02-08,37,845
2025-03-31,P000003,LOC012,880,601.35,S0009,2025-03-01,37,845
2024-10-02,P000003,LOC013,860,585.8,S0009,2024-09-28,37,845
2024-11-01,P000003,LOC013,844,570.04,S0009,2024-10-29,37,845
2024-12-01,P000003,LOC013,877,594.1,S0009,2024-11-13,37,845
2024-12-31,P000003,LOC013,876,600.74,S0009,2024-12-17,37,845
2025-01-30,P000003,LOC013,892,560.16,S0009,2025-01-25,37,845
2025-03-01,P000003,LOC013,973,563.26,S0009,2025-02-17,37,845
2025-03-31,P000003,LOC013,948,557.9,S0009,2025-03-20,37,845
2024-10-02,P000003,LOC014,724,562.66,S0009,2024-09-20,37,845
