order_id,product_id,quantity,unit_price,item_total
ORD0000063,P000029,2,96.26,192.52
ORD0000064,P000054,4,622.14,2488.56
ORD0000064,P000093,1,475.81,475.81
ORD0000064,P000046,3,580.21,1740.63
ORD0000065,P000038,4,237.03,948.12
ORD0000065,P000058,4,473.76,1895.04
ORD0000065,P000042,1,274.71,274.71
ORD0000066,P000011,5,600.73,3003.65
ORD0000066,P000086,3,949.25,2847.75
ORD0000067,P000060,4,606.3,2425.2
ORD0000067,P000023,3,670.32,2010.96
ORD0000067,P000014,1,928.24,928.24
ORD0000067,P000026,2,78.71,157.42
ORD0000068,P000082,1,797.58,797.58
ORD0000068,P000007,5,20.07,100.35
ORD0000068,P000082,2,797.58,1595.16
ORD0000069,P000047,1,142.41,142.41
ORD0000070,P000030,3,991.47,2974.41
ORD0000070,P000001,1,571.03,571.03
ORD0000070,P000017,5,525.47,2627.3500000000004
ORD0000070,P000029,5,96.26,481.3
ORD0000071,P000090,2,890.09,1780.18
ORD0000071,P000083,5,854.01,4270.05
ORD0000071,P000033,4,644.39,2577.56
ORD0000071,P000095,5,544.11,2720.55
ORD0000071,P000098,5,647.23,3236.15
ORD0000072,P000075,5,438.9,2194.5
ORD0000072,P000098,5,647.23,3236.15
ORD0000072,P000089,1,385.38,385.38
ORD0000072,P000061,1,422.28,422.28
ORD0000072,P000068,5,453.04,2265.2000000000003
ORD0000073,P000010,3,183.93,551.79
ORD0000073,P000025,5,985.57,4927.85
ORD0000074,P000092,3,162.46,487.38
ORD0000074,P000064,3,135.37,406.11
ORD0000074,P000003,1,924.38,924.38
ORD0000075,P000009,1,462.25,462.25
ORD0000075,P000003,3,924.38,2773.14
ORD0000075,P000025,2,985.57,1971.14
ORD0000075,P000066,2,382.36,764.72
ORD0000075,P000055,3,173.18,519.54
ORD0000076,P000093,1,475.81,475.81
ORD0000076,P000044,5,446.54,2232.7000000000003
ORD0000076,P000018,2,261.78,523.56
ORD0000077,P000072,4,841.35,3365.4
ORD0000077,P000020,5,15.55,77.75
ORD0000077,P000095,1,544.11,544.11
ORD0000077,P000057,3,124.11,372.33
ORD0000077,P000018,2,261.78,523.56
ORD0000078,P000099,1,579.66,579.66
ORD0000078,P000090,3,890.09,2670.27
ORD0000078,P000075,2,438.9,877.8
ORD0000078,P000043,5,232.18,1160.9
ORD0000079,P000007,3,20.07,60.21
ORD0000079,P000004,3,709.94,2129.82
ORD0000079,P000074,1,915.8,915.8
ORD0000079,P000079,1,565.57,565.57
ORD0000080,P000055,2,173.18,346.36
ORD0000080,P000051,4,250.57,1002.28
ORD0000080,P000053,1,53.27,53.27
ORD0000081,P000003,4,924.38,3697.52
ORD0000081,P000059,1,225.97,225.97
ORD0000081,P000013,3,877.54,2632.62
ORD0000081,P000093,4,475.81,1903.24
ORD0000082,P000020,5,15.55,77.75
ORD0000082,P000046,5,580.21,2901.05
ORD0000082,P000093,2,475.81,951.62
ORD0000082,P000054,1,622.14,622.14
ORD0000083,P000024,5,33.52,167.60000000000002
ORD0000083,P000050,1,149.61,149.61
ORD0000084,P000089,5,385.38,1926.9
ORD0000084,P000081,4,834.21,3336.84
ORD0000084,P000032,4,837.84,3351.36
ORD0000084,P000018,1,261.78,261.78
ORD0000084,P000030,1,991.47,991.47
ORD0000085,P000020,3,15.55,46.650000000000006
ORD0000085,P000079,5,565.57,2827.8500000000004
ORD0000085,P000046,5,580.21,2901.05
ORD0000085,P000059,3,225.97,677.91
ORD0000085,P000093,1,475.81,475.81
ORD0000086,P000009,5,462.25,2311.25
ORD0000086,P000028,3,132.06,396.18
ORD0000086,P000086,3,949.25,2847.75
ORD0000086,P000002,2,665.5,1331.0
ORD0000087,P000094,4,341.12,1364.48
ORD0000088,P000033,1,644.39,644.39
ORD0000088,P000097,2,812.5,1625.0
ORD0000088,P000087,2,16.49,32.98
ORD0000089,P000057,5,124.11,620.55
ORD0000090,P000004,4,709.94,2839.76
ORD0000090,P000074,5,915.8,4579.0
ORD0000090,P000073,4,122.71,490.84
ORD0000090,P000078,2,475.26,950.52
ORD0000090,P000009,4,462.25,1849.0
ORD0000091,P000054,5,622.14,3110.7
ORD0000092,P000059,4,225.97,903.88
ORD0000092,P000008,4,237.9,951.6
ORD0000092,P000073,4,122.71,490.84
ORD0000093,P000068,1,453.04,453.04
ORD0000093,P000077,1,909.58,909.58
ORD0000093,P000061,5,422.28,2111.3999999999996
ORD0000093,P000033,2,644.39,1288.78
ORD0000094,P000034,1,927.37,927.37
ORD0000094,P000081,1,834.21,834.21
ORD0000094,P000037,4,870.37,3481.48
ORD0000094,P000067,1,296.04,296.04
ORD0000095,P000094,5,341.12,1705.6
ORD0000096,P000037,2,870.37,1740.74
ORD0000096,P000055,2,173.18,346.36
ORD0000097,P000051,3,250.57,751.71
ORD0000098,P000011,4,600.73,2402.92
ORD0000098,P000004,5,709.94,3549.7000000000003
ORD0000098,P000049,5,397.95,1989.75
ORD0000098,P000083,5,854.01,4270.05
ORD0000099,P000064,5,135.37,676.85
ORD0000099,P000100,5,776.96,3884.8
ORD0000099,P000032,1,837.84,837.84
ORD0000100,P000094,1,341.12,341.12
ORD0000100,P000094,5,341.12,1705.6
ORD0000100,P000049,4,397.95,1591.8
ORD0000100,P000073,1,122.71,122.71
ORD0000101,P000098,1,647.23,647.23
ORD0000101,P000010,3,183.93,551.79
ORD0000101,P000022,3,294.77,884.31
ORD0000101,P000084,2,205.66,411.32
ORD0000101,P000061,2,422.28,844.56
ORD0000102,P000006,2,339.56,679.12
ORD0000103,P000056,5,195.56,977.8
ORD0000103,P000037,1,870.37,870.37
ORD0000103,P000059,2,225.97,451.94
ORD0000103,P000051,3,250.57,751.71
ORD0000104,P000094,2,341.12,682.24
ORD0000105,P000043,5,232.18,1160.9
ORD0000106,P000087,1,16.49,16.49
ORD0000106,P000051,1,250.57,250.57
ORD0000106,P000075,2,438.9,877.8
ORD0000107,P000099,1,579.66,579.66
ORD0000107,P000030,1,991.47,991.47
ORD0000107,P000077,1,909.58,909.58
ORD0000107,P000008,2,237.9,475.8
ORD0000108,P000063,4,73.02,292.08
ORD0000108,P000019,4,941.21,3764.84
ORD0000108,P000095,5,544.11,2720.55
ORD0000109,P000005,4,202.06,808.24
ORD0000109,P000016,5,108.84,544.2
ORD0000110,P000049,2,397.95,795.9
ORD0000110,P000046,4,580.21,2320.84
ORD0000111,P000050,5,149.61,748.0500000000001
ORD0000111,P000005,4,202.06,808.24
ORD0000111,P000083,4,854.01,3416.04
ORD0000112,P000051,5,250.57,1252.85
ORD0000112,P000086,5,949.25,4746.25
ORD0000112,P000099,2,579.66,1159.32
ORD0000113,P000095,5,544.11,2720.55
ORD0000114,P000005,5,202.06,1010.3
ORD0000114,P000018,3,261.78,785.3399999999999
ORD0000114,P000064,3,135.37,406.11
ORD0000115,P000097,1,812.5,812.5
ORD0000115,P000046,4,580.21,2320.84
ORD0000115,P000082,5,797.58,3987.9
ORD0000116,P000083,1,854.01,854.01
ORD0000116,P000095,1,544.11,544.11
ORD0000117,P000049,3,397.95,1193.85
ORD0000118,P000034,4,927.37,3709.48
ORD0000118,P000039,2,929.35,1858.7
ORD0000118,P000068,4,453.04,1812.16
ORD0000118,P000045,5,711.71,3558.55
ORD0000118,P000020,4,15.55,62.2
ORD0000119,P000058,4,473.76,1895.04
ORD0000119,P000034,1,927.37,927.37
ORD0000120,P000073,4,122.71,490.84
ORD0000120,P000020,3,15.55,46.650000000000006
ORD0000120,P000053,1,53.27,53.27
ORD0000120,P000032,5,837.84,4189.2
ORD0000121,P000032,1,837.84,837.84
ORD0000121,P000036,5,225.58,1127.9
ORD0000121,P000026,2,78.71,157.42
ORD0000121,P000024,2,33.52,67.04
ORD0000121,P000037,1,870.37,870.37
ORD0000122,P000100,3,776.96,2330.88
ORD0000122,P000073,2,122.71,245.42
ORD0000122,P000057,3,124.11,372.33
ORD0000123,P000047,4,142.41,569.64
ORD0000123,P000068,1,453.04,453.04
ORD0000123,P000057,3,124.11,372.33
ORD0000123,P000083,3,854.01,2562.0299999999997
ORD0000123,P000046,4,580.21,2320.84
ORD0000124,P000033,2,644.39,1288.78
ORD0000124,P000081,5,834.21,4171.05
ORD0000124,P000093,2,475.81,951.62
ORD0000125,P000011,3,600.73,1802.19
ORD0000125,P000053,4,53.27,213.08
ORD0000125,P000061,1,422.28,422.28
ORD0000126,P000008,5,237.9,1189.5
ORD0000126,P000015,2,803.01,1606.02
ORD0000127,P000054,5,622.14,3110.7
ORD0000127,P000037,3,870.37,2611.11
ORD0000127,P000076,5,171.21,856.0500000000001
ORD0000127,P000035,2,248.76,497.52
ORD0000128,P000067,1,296.04,296.04
ORD0000128,P000059,4,225.97,903.88
ORD0000128,P000027,3,945.04,2835.12
ORD0000129,P000018,2,261.78,523.56
ORD0000129,P000100,2,776.96,1553.92
ORD0000129,P000088,4,730.81,2923.24
ORD0000129,P000041,4,730.28,2921.12
ORD0000130,P000011,3,600.73,1802.19
ORD0000131,P000040,3,852.32,2556.96
ORD0000131,P000044,5,446.54,2232.7000000000003
ORD0000131,P000039,1,929.35,929.35
ORD0000131,P000006,2,339.56,679.12
ORD0000132,P000079,2,565.57,1131.14
ORD0000132,P000027,3,945.04,2835.12
ORD0000132,P000071,1,59.2,59.2
ORD0000132,P000028,3,132.06,396.18
ORD0000133,P000064,2,135.37,270.74
ORD0000133,P000022,1,294.77,294.77
ORD0000133,P000020,2,15.55,31.1
ORD0000134,P000012,5,770.03,3850.1499999999996
ORD0000134,P000050,1,149.61,149.61
ORD0000134,P000091,3,204.84,614.52
ORD0000134,P000013,5,877.54,4387.7
ORD0000135,P000004,1,709.94,709.94
ORD0000135,P000001,3,571.03,1713.09
ORD0000135,P000027,1,945.04,945.04
ORD0000135,P000061,5,422.28,2111.3999999999996
ORD0000136,P000072,3,841.35,2524.05
ORD0000136,P000046,1,580.21,580.21
ORD0000136,P000038,2,237.03,474.06
ORD0000137,P000041,5,730.28,3651.3999999999996
ORD0000137,P000001,3,571.03,1713.09
ORD0000138,P000063,5,73.02,365.09999999999997
ORD0000139,P000090,2,890.09,1780.18
ORD0000139,P000081,1,834.21,834.21
ORD0000139,P000018,3,261.78,785.3399999999999
ORD0000139,P000039,3,929.35,2788.05
ORD0000139,P000074,5,915.8,4579.0
ORD0000140,P000063,4,73.02,292.08
ORD0000141,P000089,1,385.38,385.38
ORD0000141,P000086,3,949.25,2847.75
ORD0000141,P000057,1,124.11,124.11
ORD0000141,P000083,5,854.01,4270.05
ORD0000142,P000007,5,20.07,100.35
ORD0000142,P000061,3,422.28,1266.84
ORD0000142,P000087,2,16.49,32.98
ORD0000143,P000014,4,928.24,3712.96
ORD0000144,P000045,5,711.71,3558.55
ORD0000144,P000015,1,803.01,803.01
ORD0000144,P000070,1,692.24,692.24
ORD0000144,P000079,1,565.57,565.57
ORD0000145,P000033,1,644.39,644.39
ORD0000145,P000055,1,173.18,173.18
ORD0000145,P000048,2,294.63,589.26
ORD0000146,P000008,4,237.9,951.6
ORD0000146,P000003,4,924.38,3697.52
ORD0000147,P000016,1,108.84,108.84
ORD0000148,P000099,4,579.66,2318.64
ORD0000148,P000014,3,928.24,2784.7200000000003
ORD0000148,P000037,4,870.37,3481.48
ORD0000149,P000048,1,294.63,294.63
ORD0000150,P000066,3,382.36,1147.08
ORD0000150,P000014,1,928.24,928.24
ORD0000150,P000060,4,606.3,2425.2
ORD0000150,P000095,4,544.11,2176.44
ORD0000150,P000014,2,928.24,1856.48
ORD0000151,P000014,4,928.24,3712.96
ORD0000151,P000068,3,453.04,1359.1200000000001
ORD0000151,P000003,3,924.38,2773.14
ORD0000152,P000043,2,232.18,464.36
ORD0000152,P000020,5,15.55,77.75
ORD0000152,P000033,1,644.39,644.39
ORD0000153,P000058,3,473.76,1421.28
ORD0000153,P000038,1,237.03,237.03
ORD0000153,P000004,5,709.94,3549.7000000000003
ORD0000154,P000039,5,929.35,4646.75
ORD0000154,P000058,2,473.76,947.52
ORD0000154,P000020,3,15.55,46.650000000000006
ORD0000154,P000092,2,162.46,324.92
ORD0000154,P000022,5,294.77,1473.85
ORD0000155,P000042,2,274.71,549.42
ORD0000156,P000096,5,118.09,590.45
ORD0000157,P000022,2,294.77,589.54
ORD0000158,P000087,1,16.49,16.49
ORD0000158,P000035,1,248.76,248.76
ORD0000159,P000073,2,122.71,245.42
ORD0000159,P000032,1,837.84,837.84
ORD0000159,P000045,3,711.71,2135.13
ORD0000160,P000067,2,296.04,592.08
ORD0000160,P000074,3,915.8,2747.3999999999996
ORD0000160,P000059,3,225.97,677.91
ORD0000160,P000059,5,225.97,1129.85
ORD0000161,P000076,2,171.21,342.42
ORD0000161,P000097,4,812.5,3250.0
ORD0000162,P000035,2,248.76,497.52
ORD0000162,P000018,2,261.78,523.56
ORD0000162,P000021,3,482.67,1448.01
ORD0000163,P000039,5,929.35,4646.75
ORD0000163,P000096,1,118.09,118.09
ORD0000163,P000027,3,945.04,2835.12
ORD0000163,P000067,5,296.04,1480.2
ORD0000163,P000044,2,446.54,893.08
ORD0000164,P000011,4,600.73,2402.92
ORD0000165,P000033,1,644.39,644.39
ORD0000165,P000095,1,544.11,544.11
ORD0000165,P000060,1,606.3,606.3
ORD0000165,P000072,1,841.35,841.35
ORD0000165,P000090,3,890.09,2670.27
ORD0000166,P000064,5,135.37,676.85
ORD0000166,P000057,4,124.11,496.44
ORD0000166,P000031,4,91.66,366.64
ORD0000166,P000059,3,225.97,677.91
ORD0000166,P000031,1,91.66,91.66
ORD0000167,P000059,3,225.97,677.91
ORD0000168,P000017,4,525.47,2101.88
ORD0000168,P000015,4,803.01,3212.04
ORD0000168,P000090,2,890.09,1780.18
ORD0000168,P000056,2,195.56,391.12
ORD0000168,P000080,1,425.06,425.06
ORD0000169,P000007,3,20.07,60.21
ORD0000169,P000009,2,462.25,924.5
ORD0000169,P000040,1,852.32,852.32
ORD0000170,P000091,5,204.84,1024.2
ORD0000170,P000079,2,565.57,1131.14
ORD0000170,P000023,2,670.32,1340.64
ORD0000171,P000084,3,205.66,616.98
ORD0000171,P000034,2,927.37,1854.74
ORD0000171,P000090,2,890.09,1780.18
ORD0000171,P000032,2,837.84,1675.68
ORD0000171,P000073,2,122.71,245.42
ORD0000172,P000093,1,475.81,475.81
ORD0000173,P000038,3,237.03,711.09
ORD0000173,P000046,2,580.21,1160.42
ORD0000174,P000053,2,53.27,106.54
ORD0000174,P000081,2,834.21,1668.42
ORD0000174,P000093,2,475.81,951.62
ORD0000174,P000028,5,132.06,660.3
ORD0000174,P000032,2,837.84,1675.68
ORD0000175,P000051,1,250.57,250.57
ORD0000175,P000053,5,53.27,266.35
ORD0000175,P000067,1,296.04,296.04
ORD0000175,P000077,5,909.58,4547.900000000001
ORD0000175,P000099,4,579.66,2318.64
ORD0000176,P000056,5,195.56,977.8
ORD0000176,P000031,2,91.66,183.32
ORD0000176,P000002,1,665.5,665.5
ORD0000177,P000041,3,730.28,2190.84
ORD0000177,P000091,3,204.84,614.52
ORD0000177,P000059,4,225.97,903.88
ORD0000177,P000058,4,473.76,1895.04
ORD0000177,P000077,3,909.58,2728.7400000000002
ORD0000178,P000043,5,232.18,1160.9
ORD0000178,P000019,1,941.21,941.21
ORD0000179,P000011,2,600.73,1201.46
ORD0000180,P000025,2,985.57,1971.14
ORD0000180,P000022,4,294.77,1179.08
ORD0000180,P000045,4,711.71,2846.84
ORD0000180,P000089,5,385.38,1926.9
ORD0000181,P000005,1,202.06,202.06
ORD0000182,P000095,2,544.11,1088.22
ORD0000182,P000001,2,571.03,1142.06
ORD0000182,P000092,4,162.46,649.84
ORD0000182,P000041,1,730.28,730.28
ORD0000183,P000056,3,195.56,586.6800000000001
ORD0000183,P000045,4,711.71,2846.84
ORD0000184,P000095,4,544.11,2176.44
ORD0000184,P000056,1,195.56,195.56
ORD0000184,P000046,3,580.21,1740.63
ORD0000184,P000041,4,730.28,2921.12
ORD0000184,P000093,3,475.81,1427.43
ORD0000185,P000006,5,339.56,1697.8
ORD0000185,P000075,2,438.9,877.8
ORD0000186,P000061,3,422.28,1266.84
ORD0000186,P000042,3,274.71,824.1299999999999
ORD0000186,P000070,1,692.24,692.24
ORD0000186,P000051,5,250.57,1252.85
ORD0000186,P000017,1,525.47,525.47
ORD0000187,P000096,1,118.09,118.09
ORD0000187,P000068,5,453.04,2265.2000000000003
ORD0000187,P000023,5,670.32,3351.6000000000004
ORD0000187,P000028,2,132.06,264.12
ORD0000188,P000036,5,225.58,1127.9
ORD0000188,P000070,4,692.24,2768.96
ORD0000188,P000009,1,462.25,462.25
ORD0000189,P000088,4,730.81,2923.24
ORD0000190,P000079,1,565.57,565.57
ORD0000191,P000046,2,580.21,1160.42
ORD0000192,P000021,1,482.67,482.67
ORD0000192,P000078,2,475.26,950.52
ORD0000193,P000040,1,852.32,852.32
ORD0000193,P000098,2,647.23,1294.46
ORD0000193,P000035,4,248.76,995.04
ORD0000193,P000048,2,294.63,589.26
ORD0000194,P000040,5,852.32,4261.6
ORD0000194,P000008,5,237.9,1189.5
ORD0000194,P000067,5,296.04,1480.2
ORD0000194,P000038,5,237.03,1185.15
ORD0000194,P000020,4,15.55,62.2
ORD0000195,P000028,3,132.06,396.18
ORD0000195,P000061,4,422.28,1689.12
ORD0000195,P000060,2,606.3,1212.6
ORD0000195,P000071,2,59.2,118.4
ORD0000196,P000088,5,730.81,3654.0499999999997
ORD0000196,P000017,1,525.47,525.47
ORD0000197,P000024,4,33.52,134.08
ORD0000197,P000015,5,803.01,4015.05
ORD0000197,P000013,3,877.54,2632.62
ORD0000197,P000026,3,78.71,236.13
ORD0000198,P000070,1,692.24,692.24
ORD0000198,P000095,4,544.11,2176.44
ORD0000198,P000035,5,248.76,1243.8
ORD0000198,P000096,3,118.09,354.27
ORD0000199,P000055,5,173.18,865.9000000000001
ORD0000199,P000063,1,73.02,73.02
ORD0000199,P000014,4,928.24,3712.96
ORD0000200,P000056,5,195.56,977.8
ORD0000201,P000050,2,149.61,299.22
ORD0000201,P000055,1,173.18,173.18
ORD0000201,P000091,5,204.84,1024.2
ORD0000202,P000010,3,183.93,551.79
ORD0000202,P000069,1,822.37,822.37
ORD0000202,P000026,2,78.71,157.42
ORD0000202,P000025,5,985.57,4927.85
ORD0000203,P000021,2,482.67,965.34
ORD0000203,P000038,4,237.03,948.12
ORD0000203,P000029,5,96.26,481.3
ORD0000204,P000030,3,991.47,2974.41
ORD0000204,P000082,5,797.58,3987.9
ORD0000204,P000018,5,261.78,1308.8999999999999
ORD0000204,P000077,4,909.58,3638.32
ORD0000205,P000001,4,571.03,2284.12
ORD0000205,P000053,4,53.27,213.08
ORD0000205,P000017,4,525.47,2101.88
ORD0000206,P000072,4,841.35,3365.4
ORD0000207,P000060,5,606.3,3031.5
ORD0000208,P000016,1,108.84,108.84
ORD0000209,P000091,1,204.84,204.84
ORD0000209,P000056,2,195.56,391.12
ORD0000209,P000053,1,53.27,53.27
ORD0000210,P000041,5,730.28,3651.3999999999996
ORD0000210,P000048,3,294.63,883.89
ORD0000210,P000012,1,770.03,770.03
ORD0000210,P000083,3,854.01,2562.0299999999997
ORD0000210,P000040,2,852.32,1704.64
ORD0000211,P000032,5,837.84,4189.2
ORD0000211,P000025,4,985.57,3942.28
ORD0000212,P000082,4,797.58,3190.32
ORD0000212,P000003,1,924.38,924.38
ORD0000212,P000017,1,525.47,525.47
ORD0000213,P000046,3,580.21,1740.63
ORD0000213,P000011,2,600.73,1201.46
ORD0000213,P000028,3,132.06,396.18
ORD0000214,P000062,1,745.88,745.88
ORD0000214,P000072,2,841.35,1682.7
ORD0000215,P000090,2,890.09,1780.18
ORD0000215,P000075,4,438.9,1755.6
ORD0000215,P000071,4,59.2,236.8
ORD0000215,P000051,3,250.57,751.71
